dialect,divergence_score,wer_percentage,cer_percentage,lexical_diff_ratio,char_edit_distance,dialect_text,standard_text,word_diffs,source_file
D2,142.0,160.0,100.0,160.0,27,"बियाण ड्रिल निश्चित करते कि , बियाणं समानतेने वाटप केलं जाईल",बियाणे समानतेने वाटप केले जातील,[INS: बियाण ड्रिल निश्चित करते कि] [बियाणं → बियाणे] [केलं जाईल → केले जातील],d2.csv
D2,139.5,150.0,115.0,150.0,21,मासा पकडा ना येवसाय दिवस मा भी चाली रायना,"मासा पकडा, दिवस चालले.",[INS: ना येवसाय] [INS: मा भी चाली] [रायना → चालले],d2.csv
D2,139.29,150.0,114.29,150.0,13,जगमा तशे भारतमा काफीना ब्रांड शेतस,जगात खूप ब्रँड्स आहेत,[INS: जगमा तशे] [भारतमा काफीना ब्रांड शेतस → जगात खूप ब्रँड्स आहेत],d2.csv
D2,139.0,120.0,183.33,120.0,41,ट्रायोडोस बैंक दुन्यामझारल्या नावाजेल नैतिक बँकासमझारली एक बँक शे,ट्रायोडोस बँक एक बँक आहे.,[INS: बैंक दुन्यामझारल्या नावाजेल नैतिक] [बँकासमझारली → बँक] [शे → आहे],d2.csv
D2,138.49,166.67,72.73,166.67,6,आय.सी.आय.सी.आय ब्यांक येस ब्यांकले वाचाडासाठे उनथी,आयसीआयसीआय बँकचे वाचाडासाठे आणि माहिती कोणती?,[INS: आय सी आय सी] [आय ब्यांक येस ब्यांकले वाचाडासाठे उनथी → आयसीआयसीआय बँकचे वाचाडासाठे आणि माहिती कोणती],d2.csv
D2,137.93,150.0,109.76,150.0,15,नया जगमा उष्णकाटिबंधीय प्रदेशमा द्राक्षसनी वेल एक जात शे,द्राक्षा वृक्षाच्या एका जातीचा प्रकार आहे.,[INS: नया जगमा उष्णकाटिबंधीय] [प्रदेशमा द्राक्षसनी वेल एक जात शे → द्राक्षा वृक्षाच्या एका जातीचा प्रकार आहे],d2.csv
D2,137.14,160.0,83.78,160.0,19,क्रेडिट कार्डना वापरानं प्रमाण कित्ल शे यावरतीन कटॉप ठरस,क्रेडिट कार्डच्या वापरामुळे किती ठरते?,[INS: कार्डना वापरानं प्रमाण कित्ल] [शे यावरतीन कटॉप ठरस → कार्डच्या वापरामुळे किती ठरते],d2.csv
D2,136.82,150.0,106.06,150.0,13,सोदाबजारमा गनच सौदास्नी देवाणघेवाण करारमा व्हस,व्यावसायिक व्यवहारांचे करार होतात.,[INS: सोदाबजारमा गनच] [सौदास्नी देवाणघेवाण करारमा व्हस → व्यावसायिक व्यवहारांचे करार होतात],d2.csv
D2,136.58,150.0,105.26,150.0,16,खाली EMI कितला महिना आहार मासा शेतस?,EMI किती महिने असते?,[INS: खाली] [INS: कितला महिना] [आहार मासा शेतस → किती महिने असते],d2_aug.csv
D2,134.23,150.0,97.44,150.0,12,यु.पी आयमुये कोणतंबी पैसास्नं देनं टाईमवर देवाई जास,उत्तर प्रदेशाला कोणती रक्कम वेळेवर दिली?,[INS: यु पी आयमुये] [कोणतंबी पैसास्नं देनं टाईमवर देवाई जास → उत्तर प्रदेशाला कोणती रक्कम वेळेवर दिली],d2.csv
D2,133.75,150.0,95.83,150.0,17,"या वेळी बँकेत प्रीपेड कार्ड शेतस, कठे मिळन?",कुठे प्रीपेड कार्ड मिळेल?,[INS: या वेळी] [बँकेत → कुठे] [INS: शेतस कठे] [मिळन → मिळेल],d2_aug.csv
D2,133.6,160.0,72.0,160.0,11,भारतमा गहू न आन तादुळ न मुख्य पिक से,भारतात गहूच मुख्य पीक आहे.,[INS: भारतमा गहू न आन] [तादुळ न → भारतात गहूच] [पिक से → पीक आहे],d2.csv
D2,133.56,140.0,118.52,140.0,19,शेतस कितलं पिकाले जास्त पाणी शेतस विहीरमा शेतस?,शेतला विहिरीत किती पाणी आहे?,[INS: शेतस] [कितलं पिकाले जास्त → शेतला विहिरीत किती] [INS: शेतस विहीरमा] [शेतस → आहे],d2_aug.csv
D2,131.25,150.0,87.5,150.0,32,सगळ्या यू.पी.आय एप्स मध्ये दिवसाला किती देणी एतील याची मर्यादा बघता येन शक्य आहे,सर्व यूपीआय शुल्कांची मर्यादा बघता येणे शक्य आहे.,[INS: सगळ्या यू पी आय एप्स मध्ये दिवसाला किती] [देणी एतील याची → सर्व यूपीआय शुल्कांची] [येन → येणे],d2.csv
D2,130.0,150.0,83.33,150.0,6,एक महिना ना काय मा देवाण घेवाण करेल क्रेडिट कार्ड न स्टेटमेंट दिशी,एक महिन्यात क्रेडिट कार्डच्या स्टेटमेंटबद्दल काय करावे लागेल?,[INS: महिना ना काय मा देवाण घेवाण] [करेल → महिन्यात] [कार्ड न स्टेटमेंट दिशी → कार्डच्या स्टेटमेंटबद्दल काय करावे] [DEL: लागेल],d2.csv
D2,128.72,142.86,95.74,142.86,43,"जमिनीची सुपिकता वाढवण्यासाठी लेंडी खत , कोंबडी खत , गांडूळ खत , राखेचे खत यापैकी कोणते योग्य आहे ?",जमिनीची सुपीकता वाढवण्यासाठी कोणते खत योग्य आहे?,[सुपिकता → सुपीकता] [लेंडी → कोणते] [INS: कोंबडी खत गांडूळ खत राखेचे खत यापैकी कोणते],d2.csv
D2,128.2,142.86,94.0,142.86,17,पिकसनी कापनी व्हवावर धान्य निंघस तोपावत शेतकरीले गनज कामे करना पडतस,शेतकऱ्यांनी धान्य पिकवताना कापणी करून तोपावे लागते,[INS: पिकसनी कापनी] [व्हवावर → शेतकऱ्यांनी] [INS: निंघस तोपावत] [शेतकरीले गनज कामे करना पडतस → पिकवताना कापणी करून तोपावे लागते],d2.csv
D2,128.0,140.0,100.0,140.0,25,कच्चा केयीसना वापर भाजी आणि लोणचं बनाडाना करता करतंस,कच्ची भाजी आणि लोणचे बनवतात,[INS: कच्चा केयीसना] [वापर → कच्ची] [INS: लोणचं बनाडाना] [करता करतंस → लोणचे बनवतात],d2.csv
D2,128.0,140.0,100.0,140.0,11,"मनाले बँकमा म्हणजे शेतस, कठे जाई लागन?","मला बँकेत जावे लागेल, कुठे?",[INS: मनाले बँकमा] [म्हणजे शेतस कठे जाई लागन → मला बँकेत जावे लागेल कुठे],d2_aug.csv
D2,127.71,137.5,104.88,137.5,33,आख्खा जगमा दर वरीसले एकशे तेरेचायीस मिलियन टन आन्न समुद्र मायीन उपेगमा येस,एक शे तीस मिलियन टन अन्न समुद्रामध्ये आहे.,[INS: आख्खा जगमा दर] [वरीसले एकशे तेरेचायीस → एक शे तीस] [INS: आन्न समुद्र] [मायीन उपेगमा येस → अन्न समुद्रामध्ये आहे],d2.csv
D2,127.5,150.0,75.0,150.0,9,दोन दिन मा तूनं खातं उघडी जाई,दोन दिवसांत ते उघडेल.,[INS: दिन मा तूनं] [खातं उघडी जाई → दिवसांत ते उघडेल],d2.csv
D2,126.74,142.86,89.13,142.86,19,एस बँक नी देवान घेवानना इतिहास देखानी ऑनलाईन प्रणाली बराबर नही शे,एस बँकेच्या ऑनलाइन प्रणालीचा इतिहास बरोबर नाही.,[INS: बँक] [नी देवान घेवानना → बँकेच्या ऑनलाइन प्रणालीचा] [INS: देखानी ऑनलाईन प्रणाली बराबर] [नही शे → बरोबर नाही],d2.csv
D2,125.71,150.0,69.05,150.0,16,आफशोअर ब्यांका कमी कर नैते कोणताच कारपोरेशन कर आकारतंस नयी,आफशोअर बँकेचे कोणतेही कॉर्पोरेशन आकार नाही.,[INS: ब्यांका कमी कर नैते] [कोणताच कारपोरेशन कर आकारतंस नयी → बँकेचे कोणतेही कॉर्पोरेशन आकार नाही],d2.csv
D2,125.57,140.0,91.89,140.0,7,फयेसनं उत्पादन हाउ जलदगतीकन वाढणारा यवसाय शे,उत्पादनामुळे व्यवसायाची गती कशी वाढते ?,[INS: फयेसनं उत्पादन] [हाउ जलदगतीकन वाढणारा यवसाय शे → उत्पादनामुळे व्यवसायाची गती कशी वाढते],d2.csv
D2,125.05,137.5,96.0,137.5,13,मनी आंडेरले पैसा बचतनी सवय लावावी करता मी माटीना गल्ला लेयेल शे,मी माझ्या गल्ल्यात पैसे वाचवण्याची सवय लावावी करतो.,[मनी आंडेरले पैसा बचतनी → मी माझ्या गल्ल्यात पैसे] [DEL: वाचवण्याची] [INS: करता मी माटीना गल्ला लेयेल] [शे → करतो],d2.csv
D2,125.0,140.0,90.0,140.0,18,बँक म्हाईन कर्ज तुमी जास्त येळ साठे लेवाले जोयजे,बँकचे कर्ज तुम्ही जास्त घ्यावे?,[INS: बँक] [म्हाईन → बँकचे] [तुमी → तुम्ही] [INS: येळ साठे लेवाले] [जोयजे → घ्यावे],d2.csv
D2,124.62,150.0,65.38,150.0,9,पाऊसना वावर साठे चांगलं फायदानं ठरस,पावसाने चांगले फायदे ठरतील,[INS: पाऊसना वावर] [साठे चांगलं फायदानं ठरस → पावसाने चांगले फायदे ठरतील],d2.csv
D2,123.86,140.0,86.21,140.0,15,राजूनी भांगन बिवारं चांगलं धोयीन सुखाडी टाकं,राजूचे भांडे चांगले धुऊन ठेवा,[INS: राजूनी भांगन] [बिवारं चांगलं धोयीन सुखाडी टाकं → राजूचे भांडे चांगले धुऊन ठेवा],d2.csv
D2,123.83,140.0,86.11,140.0,8,रितुले परीक्षामा फंडना परकार ना बारामा इचारं,मला परीक्षांसाठी निधीची आवश्यकता आहे?,[INS: रितुले परीक्षामा] [फंडना परकार ना बारामा इचारं → मला परीक्षांसाठी निधीची आवश्यकता आहे],d2.csv
D2,123.37,150.0,61.22,150.0,14,इंटरनेटना लेवा देवा मुडे बॅक ना सर्वरमा जास्त ट्रॅफिक व्हयी जास,इंटरनेटमुळे सर्व्हरवर जास्त ट्रॅफिक व्हायचे जास्त?,[INS: इंटरनेटना लेवा देवा मुडे बॅक] [ना सर्वरमा → इंटरनेटमुळे सर्व्हरवर] [व्हयी जास → व्हायचे जास्त],d2.csv
D2,122.83,140.0,82.76,140.0,11,राजूनी पिक कापीन भंडार घरेस्मा ठी दिन्हं,राजूच्या पिकाचा माल घरात दिला.,[INS: राजूनी पिक] [कापीन भंडार घरेस्मा ठी दिन्हं → राजूच्या पिकाचा माल घरात दिला],d2.csv
D2,122.6,133.33,97.56,133.33,9,आते आते भारतनी शेतीमा नवीन तंत्रज्ञान येवाले लागनं,नवीन तंत्रज्ञान शेतीमध्ये येणे आवश्यक आहे.,[INS: आते आते भारतनी शेतीमा] [येवाले लागनं → शेतीमध्ये येणे] [DEL: आवश्यक आहे],d2.csv
D2,122.5,142.86,75.0,142.86,9,"फनस हायी कोकनमा पिकस , त्याना गर कॅन्सर वर गुनकारी शेतस","फिन्स कोकणात आहेत, त्यांना कर्करोगावर लाभ आहे.",[INS: फनस हायी कोकनमा] [पिकस त्याना गर कॅन्सर वर गुनकारी शेतस → फिन्स कोकणात आहेत त्यांना कर्करोगावर लाभ आहे],d2.csv
D2,122.42,140.0,81.4,140.0,7,पीकनी नुक्शानी व्हवावर महेंद्रनं वारशिक ऊत्पन घटणं,पीकणाच्या स्थितीनुसार हवामानावर तापमान घटते.,[INS: पीकनी नुक्शानी] [व्हवावर महेंद्रनं वारशिक ऊत्पन घटणं → पीकणाच्या स्थितीनुसार हवामानावर तापमान घटते],d2.csv
D2,122.05,150.0,56.82,150.0,14,ई सी.एस हाऊ यवहारमझार पेमेंट पावतीना इलेक्ट्रानिक परकार शे,आयसीएस हाउ पेमेंट पावतीचे इलेक्ट्रॉनिक तपशील,[INS: ई सी एस] [हाऊ यवहारमझार → आयसीएस हाउ] [INS: पावतीना] [इलेक्ट्रानिक परकार शे → पावतीचे इलेक्ट्रॉनिक तपशील],d2.csv
D2,121.44,140.0,78.12,140.0,14,"करस फळे शेतस तिकडे घालण्या साठी, जागा भेटने खास","फळे शेतकळीत घालावयाची, जागा मिळेल.",[INS: करस] [INS: शेतस तिकडे] [घालण्या साठी → शेतकळीत घालावयाची] [INS: भेटने] [खास → मिळेल],d2_aug.csv
D2,120.92,150.0,53.06,150.0,2,उगवण नी प्रक्रीयानी टाईमले सूर्य प्रकाश गरजना शे का,उगवण्याच्या प्रक्रियेत सूर्यप्रकाश गर्जना का होते?,[INS: उगवण नी प्रक्रीयानी टाईमले] [सूर्य प्रकाश गरजना शे → उगवण्याच्या प्रक्रियेत सूर्यप्रकाश गर्जना] [DEL: होते],d2.csv
D2,120.26,140.0,74.19,140.0,11,भारत आणि पुरा जगमा च्या हावू पेवानी गोट शे,भारत आणि जगाच्या लोकांची स्थिती,[INS: पुरा जगमा च्या हावू] [पेवानी गोट शे → जगाच्या लोकांची स्थिती],d2.csv
D2,119.48,150.0,48.28,150.0,8,महेश नी आगवरना कपडाघाई झाकिसन मध काढा,महेशने आगीवर कपडाघाईमधून काढा,[INS: महेश नी आगवरना] [कपडाघाई झाकिसन मध → महेशने आगीवर कपडाघाईमधून],d2.csv
D2,119.33,137.5,76.92,137.5,35,मन्हा आजोबाना करता ज्येष्ठ नागरिकनं बॅक खातं खोलनं पडी तवय त्यासले म्हतारपनन्या योजनास्ना फायदा भेटी,आजोबाना करता ज्येष्ठ नागरिकांना निवृत्तीवेतन योजनांचा फायदा मिळतो,[INS: मन्हा] [INS: नागरिकनं बॅक खातं खोलनं पडी तवय] [त्यासले म्हतारपनन्या योजनास्ना → नागरिकांना निवृत्तीवेतन योजनांचा] [भेटी → मिळतो],d2.csv
D2,119.17,128.57,97.22,128.57,25,जोगिंदरनी यु.पी.आय मझार रजिस्ट्रेशन करीसन गुगल पे ना उपेग करा,जोगिंदरचे यु.पी.आय नोंदणी करा गुगलवर.,[जोगिंदरनी → जोगिंदरचे] [INS: मझार रजिस्ट्रेशन करीसन गुगल पे ना] [उपेग → नोंदणी] [DEL: गुगलवर],d2.csv
D2,119.08,125.0,105.26,125.0,7,मी मना गावतीन पोहे लई वुनू,मला पोहे खायचे आहेत.,[INS: मी मना] [गावतीन → मला] [लई वुनू → खायचे आहेत],d2.csv
D2,119.05,133.33,85.71,133.33,19,अटल पेन्शन योजनामा आठरा ते चाईस वरीसना आतला लोके चालतस,अटल पेन्शन योजनेमध्ये लोक चालत आहेत,[INS: योजनामा आठरा ते चाईस] [वरीसना आतला लोके चालतस → योजनेमध्ये लोक चालत आहेत],d2.csv
D2,119.0,125.0,105.0,125.0,15,"तुनाले शेतस, कुठे पाणी शेतकळीचे लागन?",तुला पाणी कुठे लागेल?,[INS: तुनाले शेतस] [कुठे → तुला] [शेतकळीचे लागन → कुठे लागेल],d2_aug.csv
D2,118.76,144.44,58.82,144.44,23,भारत मान चमेली नी शेती पुरा देश मान करतस पण खास करीसन दक्षिण भारत मान करतस,"भारतात शेती पूरा देशात आहे, पण खासकरून दक्षिण भारतात.",[INS: भारत मान चमेली] [नी → भारतात] [INS: पुरा] [देश मान करतस → पूरा देशात आहे] [INS: खास] [करीसन → खासकरून] [INS: भारत मान] [करतस → भारतात],d2.csv
D2,118.56,133.33,84.09,133.33,14,आनलाईन लेवादेवाना सुरक्सा करता ब्यांक पासवर्डना उपेग करतंस,तुम्ही सुरक्षा करण्यासाठी पासवर्ड वापरत आहात,[INS: आनलाईन लेवादेवाना] [सुरक्सा करता ब्यांक पासवर्डना उपेग करतंस → तुम्ही सुरक्षा करण्यासाठी पासवर्ड वापरत आहात],d2.csv
D2,116.64,125.0,97.14,125.0,22,ए.टी.एम मुये एकमेकले पैसा धाडा नं काम सोपं व्हयी जायेल शे,ए.टी.एम म्हणजे पैसे काढणे सोपे होईल,[INS: मुये एकमेकले पैसा धाडा नं] [काम सोपं व्हयी जायेल शे → म्हणजे पैसे काढणे सोपे होईल],d2.csv
D2,116.53,125.0,96.77,125.0,1,सिवमा पाधावा विलि वाा पानिकिश्दि?,कुठल्या कागदपत्रांची दखल घ्यावी?,[INS: सिवमा] [पाधावा विलि वाा पानिकिश्दि → कुठल्या कागदपत्रांची दखल घ्यावी],d2_aug.csv
D2,116.3,125.0,96.0,125.0,11,खेडागावमा आजबी वावरेस्मा शेणखत टाकतस,आज खेडगावमध्ये वावरे आहेत.,[INS: खेडागावमा] [आजबी वावरेस्मा शेणखत टाकतस → आज खेडगावमध्ये वावरे आहेत],d2.csv
D2,115.99,133.33,75.51,133.33,9,"आन्न कितलं भी कसदार व्हयी , पन ते ईषना गत व्हयी ते काय कामनं","अन्न किती प्रकारचे असते, पण त्याचे परिणाम काय आहेत?",[INS: आन्न कितलं भी कसदार] [व्हयी पन ते ईषना गत व्हयी ते → अन्न किती प्रकारचे असते पण त्याचे परिणाम] [कामनं → आहेत],d2.csv
D2,115.83,133.33,75.0,133.33,18,भारत म्हा जोडे जोडे सत्तर प्रतीसत लोके धाकाला व्यापार करतस,भारतामध्ये सत्तर टक्के लोक व्यापार करतात?,[INS: भारत म्हा जोडे] [जोडे → भारतामध्ये] [INS: प्रतीसत] [लोके धाकाला → टक्के लोक] [करतस → करतात],d2.csv
D2,115.65,140.0,58.82,140.0,5,जुना जमानामा गनच परकारना धनना वापर करेत,जुने जमाना परकारण्यासाठी धन वापरले.,[INS: जुना जमानामा] [गनच परकारना धनना वापर करेत → जुने जमाना परकारण्यासाठी धन वापरले],d2.csv
D2,115.59,133.33,74.19,133.33,13,रताळू हाई बटाटाना रूप शे हाई आकारमा मोठ राहस,रताळूचे रूप आणि आकार मोठे राहील,[INS: रताळू हाई] [बटाटाना → रताळूचे] [INS: शे] [हाई आकारमा मोठ राहस → आणि आकार मोठे राहील],d2.csv
D2,114.94,137.5,62.3,137.5,3,जागतिकीकरण मुये जमिनी रायन्या नैत का ढोरेस्ले चरानं रान रायनं नै,जागतिकीकरणामुळे जमिनीचे आणि गवताच्या स्थितीवर काय परिणाम होतो?,[INS: जागतिकीकरण मुये जमिनी] [रायन्या नैत का ढोरेस्ले चरानं रान रायनं नै → जागतिकीकरणामुळे जमिनीचे आणि गवताच्या स्थितीवर काय परिणाम होतो],d2.csv
D2,114.11,137.5,59.52,137.5,15,एस.बी.आय मा बचत खातं नैते चालू खातं जे भी व्हयी ते निवाडा,एसबीआयचे बचत खाते चालू आहेत जे देखील निवडा.,[INS: एस बी आय] [मा → एसबीआयचे] [INS: खातं] [नैते → खाते] [खातं → आहेत] [INS: भी व्हयी] [ते निवाडा → देखील निवडा],d2.csv
D2,113.89,128.57,79.63,128.57,21,गनज बाया सोतानी श्रीमंती मिरावानी करता मगरना कातडीपाईन बनाडेल वस्तू वापरतीस,अनेक स्त्रिया श्रीमंती मिळवण्यासाठी काही वस्तू वापरतात.,[INS: गनज] [बाया सोतानी → अनेक स्त्रिया] [INS: मिरावानी करता मगरना] [कातडीपाईन बनाडेल → मिळवण्यासाठी काही] [वापरतीस → वापरतात],d2.csv
D2,113.82,133.33,68.29,133.33,17,वसंत ऋतूमझार मेंढ्या त्यासनी लोकर सोताच टाकी देवाले लागतंस,वसंत ऋतूत मेंढ्यांना काहीतरी द्यावे लागते.,[INS: ऋतूमझार मेंढ्या त्यासनी] [लोकर सोताच टाकी देवाले लागतंस → ऋतूत मेंढ्यांना काहीतरी द्यावे लागते],d2.csv
D2,113.79,133.33,68.18,133.33,14,सिक्युरिटी आर्थिक साधनसना संदर्भ देस,सिक्युरिटीचा संदर्भ दे,[INS: सिक्युरिटी आर्थिक] [साधनसना → सिक्युरिटीचा] [देस → दे],d2.csv
D2,113.33,128.57,77.78,128.57,20,भारत सरकार टॅक्स पाईन मियेल पैसाना उपेग मेन मेन कामेस्ना करता करस,भारत सरकार टॅक्स फाइनचा पैसा कामांसाठी वापरते.,[INS: पाईन मियेल पैसाना उपेग मेन] [मेन कामेस्ना करता करस → फाइनचा पैसा कामांसाठी वापरते],d2.csv
D2,112.88,125.0,84.62,125.0,15,पशुपालनमा खिला पशुपालन हावू मुख्य खर्च शे,पशुपालनावर मुख्य खर्च होतो,[INS: पशुपालनमा खिला पशुपालन] [हावू → पशुपालनावर] [शे → होतो],d2.csv
D2,112.32,137.5,53.57,137.5,13,कर मुक्त क्षेत्र मा पैसा गुताडानं हातावर ज्यास्न पोट शे त्यानी गोट नै,करमुक्त क्षेत्रात पैसा हातात ज्यासारखा पोट शात्रीने नाही,[INS: कर मुक्त] [क्षेत्र मा → करमुक्त क्षेत्रात] [INS: गुताडानं] [हातावर ज्यास्न → हातात ज्यासारखा] [INS: शे त्यानी] [गोट नै → शात्रीने नाही],d2.csv
D2,111.69,125.0,80.65,125.0,19,सहकारी सोसायट्या धाकला मोठा येवसायले पैसा पुरावतंस,सहकारी सोसायट्यांमध्ये पैसा आहे,[INS: सोसायट्या धाकला मोठा] [येवसायले → सोसायट्यांमध्ये] [पुरावतंस → आहे],d2.csv
D2,111.67,133.33,61.11,133.33,4,पानी मा ईजनं करंट उतरस,पाण्यात करंट उतरतो,[INS: पानी मा] [ईजनं → पाण्यात] [उतरस → उतरतो],d2.csv
D2,111.67,116.67,100.0,116.67,18,"तुनाले बियाणे खरेदी कराले शेतस, कुठल्या बाजारात शेतस?",तुला बियाणे कुठे खरेदी करायचे आहे?,[तुनाले → तुला] [INS: खरेदी कराले] [शेतस कुठल्या बाजारात शेतस → कुठे खरेदी करायचे आहे],d2_aug.csv
D2,111.5,125.0,80.0,125.0,11,कुठे करणे ह्या भाकरी लाची भेटन मनाले?,कुठे खाण्याची भाकरी मिळेल?,[INS: करणे] [ह्या → खाण्याची] [INS: लाची भेटन] [मनाले → मिळेल],d2_aug.csv
D2,111.39,120.0,91.3,120.0,14,ताजा पानीना झिंगा चांगलाज चवबन लागतंस,ताजे पाणी खूप चवी लागते,[INS: ताजा] [पानीना झिंगा चांगलाज चवबन लागतंस → ताजे पाणी खूप चवी लागते],d2.csv
D2,111.29,125.0,79.31,125.0,5,अल्प मुदतनं कर्जवर याज जास्ती रहास,अल्प कालावधीसाठी कर्जावर राहा.,[INS: मुदतनं कर्जवर] [याज जास्ती रहास → कालावधीसाठी कर्जावर राहा],d2.csv
D2,110.46,112.5,105.71,112.5,24,टोक्कर ना झाडले एकच दाव फुल्लर येस त्याले टोक्कर फूल म्हनतस,एकच टोक्कर झाली तर ते एक फूल म्हणते,[INS: टोक्कर ना झाडले] [दाव फुल्लर येस त्याले टोक्कर → टोक्कर झाली तर ते एक] [म्हनतस → म्हणते],d2.csv
D2,110.43,128.57,68.09,128.57,6,कॅब डायव्हरनी आमेझान पे ना उपेग करी सुट्टा पैसा दिनात,कॅब ड्रायव्हरांना अमेझॉनवर पैसे कमावता येतात का?,[INS: डायव्हरनी आमेझान पे] [ना उपेग करी सुट्टा पैसा दिनात → ड्रायव्हरांना अमेझॉनवर पैसे कमावता येतात का],d2.csv
D2,110.25,120.0,87.5,120.0,7,अंजीर ना जाम खावाले बढाईना लागस,मला अंजीर खूप खावे लागते,[INS: अंजीर] [ना जाम खावाले बढाईना लागस → मला अंजीर खूप खावे लागते],d2.csv
D2,110.0,128.57,66.67,128.57,4,गुगल पे वरतीन पैसा लेवाना करता रिक्वेस्ट करू शकतस,गुगलवरून पैसे मिळवण्यासाठी विनंती करू शकतो का?,[INS: गुगल पे वरतीन] [पैसा लेवाना करता रिक्वेस्ट → गुगलवरून पैसे मिळवण्यासाठी विनंती] [शकतस → शकतो] [DEL: का],d2.csv
D2,109.5,125.0,73.33,125.0,11,भाजीपाला पाइन बनाडेल तेल खावाले काममा येस,भाजीपाला खाणाऱ्यांना तेल लागते.,[INS: पाइन] [बनाडेल → खाणाऱ्यांना] [INS: खावाले काममा] [येस → लागते],d2.csv
