id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
76,709832,D1,Agriculture,24.0,कापणेच्या येळाक गुरा ढोरांका जो चारो लागतां त्याका कापणी यंत्रासून धान्यापासून येगळा केला जाता,"कापणेच्या येळाला पुरेसे लागता, तर त्या धान्यापासून कापणी यंत्राने येगळा केला जातो."
79,710529,D1,Agriculture,24.0,आता हवामान शास्त्रज्ञांका खयच्या पण क्षेत्रासाठी हवामानाचो अंदाज लावणा सोप्या झाला हा,आता हवामान शास्त्रज्ञांच्या क्षेत्रासाठी हवामानाचा अंदाज लावणे सोपे झाले आहे.
82,709498,D1,Banking,24.0,"पारिवारिक , वैयक्तिक किंवा कोणत्या समुहाचे रोजचे व्यवहार आणि खरेदी विक्री सूक्ष्म अर्थशास्त्रात येता","पारिवारिक, वैयक्तिक किंवा कोणत्या समुहाचे रोजचे व्यवहार आणि खरेदी विक्री सूक्ष्म अर्थशास्त्रात येतात."
85,725004,D1,Banking,24.0,"योजनांच्या माध्यमातून अनुसूचित जाती , जनजाति आणि मागास वर्गाच्या लेकींसाठी शिक्षण उपलब्ध करून दिला जाता","योजनांच्या माध्यमातून अनुसूचित जाती, जनजाति आणि मागास वर्गाच्या मुलांसाठी शिक्षण उपलब्ध करून दिले जाते."
88,724997,D1,Banking,24.0,इंटरनेट बँकिंग सेवेतसून गिराईक संबंधित बँकेच्या कोणत्याही वेळेक झालेल्या ट्रांजेक्शन ची माहिती मिळवू शकता,इंटरनेट बँकिंग सेवेतून संबंधित बँकेच्या कोणत्याही वेळेत झालेल्या ट्रान्झॅक्शनची माहिती तुम्ही मिळवू शकता
91,725002,D1,Agriculture,23.882,"भारतात पुश कृषी पद्धती ही बागायती , जिरायती कृषी वनस्पति शास्त्र शास्त्र आणि खुपशा गोष्टींवर आधारित असता","भारतात कृषी पद्धती बागायती, जिरायती कृषी वनस्पति शास्त्र आणि अनेक गोष्टींवर आधारित आहेत."
94,707513,D1,Agriculture,23.8,जगभर मानवी संस्कृतीचा जो इकास झालेलो आसा तो कोणत्या ना कोणत्या नदीयेच्या काठी झालेलो आसा,जगभरातील मानवी संस्कृतीचे अस्तित्व कोणत्या ना कोणत्या नदीच्या काठी झाले आहे.
97,708174,D1,Banking,23.5,आपला उत्पादन जास्तीत जास्त खपवच्या साठी डिजिटल आणि सोशल मीडिया मार्केटिंग केला जाता,आपले उत्पादन जास्तीत जास्त डिजिटल आणि सोशल मीडिया मार्केटिंगसाठी केले जाते.
100,706800,D1,Banking,23.5,"देणगी ह्या धर्मादाय , मानवतावादी मदत किंवा एखाद्यो कारणासाठी फायद्यासाठी दिलेली भेट असा","देणगी ही धर्मादाय, मानवतावादी मदत किंवा एखाद्या कारणासाठी फायद्यासाठी दिलेली भेट असते."
103,710325,D1,Agriculture,23.5,प्रागैतिहासिक काळापासना माणूस मांसासाठी जानवरांची शिकार आणि हत्या करत इलो हा,प्रागैतिहासिक काळात माणूस मांसासाठी जनावरांची शिकार आणि हत्या करत होता.
106,709181,D1,Agriculture,23.5,"मास्तरानू पश्चिम बंगाल , बिहार आणि तेलंगणा मध्ये भाताची शेती जास्त होता","पश्चिम बंगाल, बिहार आणि तेलंगणांमध्ये भाताची शेती जास्त होती."
109,724922,D1,Banking,23.438,"स्रोत किंवा वित्त स्रोत , व्यवसायाक त्यांचो व्यावसायिक क्रियाकलापासाठी निधी कोठून पैसो मिळता याचा संदर्भ घेता",स्रोत किंवा वित्त स्रोत व्यवसायाच्या व्यावसायिक क्रियाकलापांसाठी निधी कोठून मिळतो याचा संदर्भ घ्यावा.
112,707124,D1,Banking,23.367,कृषी अर्थ शास्त्राची सुरुवात अर्थ शास्त्राची एक शाखा म्हणून झाला ज्या जमिनीच्यो वापराशी संबंधित होता,कृषी अर्थ शास्त्राची सुरुवात अर्थ शास्त्राची एक शाखा म्हणून झाली जी जमिनीच्या वापराशी संबंधित होती
115,707727,D1,Banking,23.346,"पाळीव प्राण्यांच्या विम्यामध्ये , विमा कंपनी विमाधारक पाळीव प्राण्यांच्या उपचारासाठी सर्व खर्च देता",पाळीव प्राण्यांच्या विम्यामध्ये विमा कंपनी विमाधारकाला पाळीव प्राण्यांच्या उपचारासाठी सर्व खर्च देते.
118,706618,D1,Banking,23.0,विद्यार्थ्यांका माध्यमिकोत्तर शिक्षणाकरता पैसो भरण्यास मदत करण्यासाठी विद्यार्थी कर्जा असा,विद्यार्थ्यांना माध्यमिकोत्तर शिक्षणासाठी पैसे भरण्यास मदत करण्यासाठी कर्जाची आवश्यकता आहे.
121,707447,D1,Agriculture,23.0,कुपनलिकांच्या साहाय्याने भातशेती केली जाता ह्या आपण पहिल्या हरित क्रांतीच्या येळेक बघलव,"कुपनलिकांच्या साहाय्याने भातशेती केली गेली, त्यामुळे आपण पहिल्या हरित क्रांतीची वर्षे पाहिली."
124,710918,D1,Banking,23.0,मार्जिन खात्यासाठी संपार्श्विक खाता किंवा प्रदान केलेल्या सिक्युरिटीज मध्ये रोख जमा केला जाऊ शकता,मार्जिन खात्यासाठी संपार्श्विक खाते किंवा प्रदान केलेल्या सिक्युरिटीजमध्ये रोख जमा केला जाऊ शकतो.
127,707932,D1,Agriculture,23.0,"मैद्याचो ग्लायसेमिक इंडेक्स गव्हाच्या पिठापेक्षा जास्त असता , असा सुमित सांगा होतो","मैद्याचा ग्लायसेमिक इंडेक्स गव्हाच्या पिठापेक्षा जास्त असतो, असे सुमित सांगतो."
130,707531,D1,Agriculture,23.0,"जास्त उन्हाळ्यात आणि पावसाळ्यात मेंढ्यांची पैदास करुची नसता , असा आजी कायम म्हणा","जास्त उन्हाळ्यात आणि पावसाळ्यात मेंढ्यांची पैदास होऊ शकत नाही, असा आजी कायम म्हणत असे."
133,707897,D1,Agriculture,23.0,"माझ्या मित्राने म्हायती दिल्यानं हा की , गदा मसालो ह्यो भारतातल्या मसाल्यांमध्ये सर्वात महाग आसा",माझ्या मित्राने माहिती दिल्याने हे गदा मसाले भारतातील मसाल्यांमध्ये सर्वात महाग आहेत.
136,710641,D1,Agriculture,23.0,कोकोच्या लगद्यापासून बिये वेगळे करून वाळवले जातत आणि नंतर त्यापासून कोको पावडर तयार केली जाता,कोकोच्या लगद्यापासून वेगळे करून वाळवले जाते आणि नंतर त्यापासून कोको पावडर तयार केली जाते
139,724881,D1,Banking,23.0,खयची पण व्यक्ती किंवा समुहाकडुन आपल्यो सेवा आणि उत्पादना विकुसाठी शोधलेल्या बाजाराक लक्षित बाजार म्हणतत,प्रत्येक व्यक्ती किंवा समुदायाकडून आपल्या सेवा आणि उत्पादने विकण्यासाठी शोधलेल्या बाजाराला लक्ष्य बाजार म्हणतात.
142,724855,D1,Banking,23.0,कस्तुरबा गांधी बालिका विद्यालय ह्या भारत सरकारद्वारा चालवलो जाणारी निवासी मुलींकरता माध्यमिक शाळा असा,कस्तुरबा गांधी बालिका विद्यालय हे भारत सरकारद्वारे चालवले जाणारे निवासी मुलींचे माध्यमिक विद्यालय आहे.
145,724977,D1,Banking,23.0,येगयेगळ्या एजेंसी आणि संस्था एक दुसर्याशी कशे जोडलेले हत तेचा अभ्यास आर्थिक प्रणालींच्या अभ्यासात येता,येगयेगळ्या एजन्सी आणि संस्था एकमेकांशी कसे जोडलेले आहेत याचा अभ्यास आर्थिक प्रणालींच्या अभ्यासात येतो.
148,724838,D1,Banking,23.0,"स्टॉक मार्केट ह्या खरेदीदार , विक्रेता यांचो एकत्रीकरण असा जा व्यवसायावरल्या मालकी हक्कांचा प्रतिनिधित्व करता","स्टॉक मार्केट हे खरेदीदार आणि विक्रेत्यांचे एकत्रीकरण आहे, जे व्यवसायावरील मालकी हक्कांचे प्रतिनिधित्व करते."
151,708037,D1,Banking,23.0,व्ही सी निर्णयांवर परिणाम करणारे घटक म्हणजे व्यवसायाची परिस्थिती आणि कामाक प्राधान्य देणा ही आसात,व्ही सी निर्णयांवर परिणाम करणारे घटक म्हणजे व्यवसायाची परिस्थिती आणि कामाला प्राधान्य देणे हेच आहे.
154,724917,D1,Banking,22.933,अति गुंतवणूक म्हणजे एखाद्यो मालमत्तेत खुल्यो बाजारात जितकी किंमत आसा त्याहुन जास्त गुंतवणूक करुची पद्धत,अति गुंतवणूक म्हणजे एखाद्या मालमत्तेत खुल्या बाजारात जी किंमत आहे त्याहून जास्त गुंतवणूक करण्याची पद्धत
157,707288,D1,Banking,22.929,अटल पेन्शन योजनेंतर्गत येणाऱ्या ग्राहकाची मासिक पेन्शन आधी त्येका मागे त्येच्या बायकोक दिली जाता,अटल पेन्शन योजनेअंतर्गत येणाऱ्या ग्राहकाची मासिक पेन्शन आधी त्यांच्या मागे त्यांच्या बायकोला दिली जाते.
160,710032,D1,Banking,22.929,मार्केट टू मार्केट अशी सुविधा असा जेच्यात दिवसाच्या शेवटी फायद्या तोट्याची माहिती दिली जाता,मार्केट टू मार्केट अशी सुविधा आहे ज्यात दिवसाच्या शेवटी फायद्या तोट्याची माहिती दिली जाते.
163,724883,D1,Agriculture,22.929,त्याच्या मुळात गाठी असतत त्याच्या संयुक्त पानाच्या शेजारील काही पानांचा रूपांतर प्रोट्युबरन्स मध्ये होता,त्याच्या मुळात गाठी असतत त्याच्या संयुक्त पानांच्या शेजारील काही पानांचा रूपांतर प्रोट्युबरन्समध्ये होता
166,724903,D1,Banking,22.929,उत्तरदायित्व विमो ह्यो तृतीय पक्षाच्यो विमो दाव्यांविरूद्ध विशिष्ट संरक्षण प्रदान करण्यासाठी डिझाइन केलेला असा,उत्तरदायित्व विमो तृतीय पक्षांविरुद्ध दाव्यांविरूद्ध विशिष्ट संरक्षण प्रदान करण्यासाठी डिझाइन केलेला आहे.
169,724915,D1,Banking,22.923,"सामाजिक उद्योजकता सर्वोसाधारणपणे व्यापक सामाजिक , सांस्कृतिक आणि पर्यावरणीय उद्दिष्टा जोडूचा प्रयत्न करतत","सामाजिक उद्योजकता सर्वोसाधारणपणे व्यापक सामाजिक, सांस्कृतिक आणि पर्यावरणीय उद्दिष्टांचा समावेश करण्याचा प्रयत्न करत आहे"
172,706910,D1,Banking,22.917,वर्तमान मू्ल्य ह्या मूल्यांकनाचा तारखेनुसार निर्धारित केलेल्यो अपेक्षित उत्पन्न प्रवाहाचो मू्ल्य असा,वर्तमान मूल्य ह्या मूल्यांकनाचा तारखेनुसार निर्धारित केले आहे अपेक्षित उत्पन्न प्रवाहाचे मूल्य असे
175,709294,D1,Banking,22.909,मास्तरानी सांगितल्यानी की शुद्ध वर्तमान मू्ल्य नगदी प्रवाहाच्या वर्तमान मुल्याक दाखवता,मास्टरने सांगितले आहे की शुद्ध वर्तमान नगदी प्रवाहाच्या वर्तमान मूल्या दाखवा.
178,724891,D1,Banking,22.875,ह्यो निधी सरकारी मालकीचो गुंतवणूक निधी असा जो स्टॉक सारखो वास्तविक आणि आर्थिक मालमत्तांत गुंतवणूक करता,हा निधी सरकारी मालकीचा गुंतवणूक निधी आहे जो स्टॉक वास्तविक आणि आर्थिक मालमत्तांत गुंतवणूक करतो
181,709058,D1,Banking,22.5,राष्ट्रीय अर्थ व्यवस्थेच्या विरुद्ध वैयक्तिक बाजारांतल्यानी उद्योगांच्या भ्यासावर केंद्रित केला हा,राष्ट्रीय अर्थव्यवस्थेच्या विरुद्ध वैयक्तिक बाजारांतल्यानी उद्योगांच्या भ्यासावर केंद्रित केला हा
184,709134,D1,Agriculture,22.5,माणसान प्रागैतिहासिक काळापासना मांसासाठी जनावरांची शिकार केली हा,मानवाने प्रागैतिहासिक काळात मांसासाठी जनावरांची शिकार केली.
187,707985,D1,Agriculture,22.5,रासायनिक कीटकनाशकांच्या वापराचे हानिकारक परिणाम कमी करूसाठी जैविक नियंत्रणांचो वापर करूंक हवो,रासायनिक कीटकनाशकांच्या वापराचे हानिकारक परिणाम कमी करण्यासाठी जैविक नियंत्रणाचा वापर करावा
190,707463,D1,Agriculture,22.5,"कोंबड्याची जाती बाकीच्यांपेक्षा काही कामांसाठी जास्ती चांगले आसत , असा माका वाटता","कोंबड्याची जात बाकीच्यांपेक्षा काही कामांसाठी जास्त चांगली आहे, असा मला वाटतो."
193,706423,D1,Banking,22.5,कृषी अर्थशास्त्र ह्या आर्थिक सिद्धांताचा वापराशी संबंधित अर्थशास्त्राचो येक लागू क्षेत्र असा,कृषी अर्थशास्त्र हे आर्थिक सिद्धांताच्या वापराशी संबंधित अर्थशास्त्राचे एक लागू क्षेत्र आहे
196,708369,D1,Agriculture,22.5,"पावस आणि वादळामुळे माती एका जागेवरसून दुसऱ्या जागी व्हावता , तेका मातयेची धूप म्हणतत","पावस आणि वादळामुळे माती एका जागेवरून दुसऱ्या जागी जाते, ते त्यांच्या गरजेची धूप म्हणत आहेत."
199,708086,D1,Agriculture,22.5,गोंड्याच्या फुलांचो वापर बागेच्या सजावटीसाठी आणि देवाच्या कार्यासाठी मोठ्या प्रमाणावर केलो जाता,गोंड्याच्या फुलांचा वापर बागेच्या सजावटीसाठी आणि देवाच्या कार्यासाठी मोठ्या प्रमाणावर केला जातो.
202,724966,D1,Agriculture,22.5,परागीभवन म्हणजे अशी प्रक्रिया जेच्यात परागकण रोपाच्या एका भागापासून दुसऱ्या भागाकडे पराग कणांचा हस्तांतरण करतत,परागीभवन म्हणजे अशी प्रक्रिया ज्यामध्ये परागकणांचे हस्तांतरण रोपाच्या एका भागापासून दुसऱ्या भागाकडे केले जाते.
205,724987,D1,Banking,22.5,सूक्ष्म अर्थशास्त्र एका छोट्या जागेवरच्या कोणत्या पण शेतीच्या तुकड्याची आणि तेच्या उपभोक्त्यांची गोष्ट करता,सूक्ष्म अर्थशास्त्र एका छोट्या जागेवरील कोणत्या शेतीच्या तुकड्याची आणि त्यांच्या उपभोक्त्यांची गोष्ट करतो.
208,724869,D1,Agriculture,22.5,"प्राणीमुक्त शेतीमध्ये यंत्रांवर अवलंबून रव्हणा , ह्या म्हणजे नैसर्गिक साधनसंपत्तीचा शोषण करण्यासारखाच आसा","प्राणीमुक्त शेतीमध्ये यंत्रांवर अवलंबून राहणे, हे नैसर्गिक साधनसंपत्तीचे शोषण करण्यासारखेच आहे."
211,724890,D1,Banking,22.5,ह्या निधीचो उद्देश कर्मचाऱ्यांका त्यांच्या नोकरीच्या ठिकाणासून बाहेर पडतेवेळी एकरकमी पेमेंट प्रदान करणा असा,या निधीचा उद्देश कर्मचाऱ्यांना त्यांच्या नोकरीच्या ठिकाणावरून बाहेर पडताना एकरकमी पेमेंट प्रदान करण्याचा आहे.
214,707450,D1,Agriculture,22.433,"कृषी अधिकाऱ्यानं सगळ्यां आसा कि , कृषी उपकरणा खरेदी करूसाठी सरकारकडून अडव्हायजरी चालू केली जाता",कृषी अधिकाऱ्यांनी सगळ्यांसाठी कृषी उपकरणांच्या खरेदीसाठी सरकारकडून परवानगी चालू केली आहे
217,725005,D1,Banking,22.433,राष्ट्रीय ग्रामीण आजीविका मिशन ग्रामीण विकास मंत्रालयान गरीबी नष्ट करू साठी निर्माण केलेली परियोजना हा,राष्ट्रीय ग्रामीण आजीविका मिशन ग्रामीण विकास मंत्रालयाने गरीबी नष्ट करण्यासाठी निर्माण केलेली ही परियोजना आहे.
220,707761,D1,Agriculture,22.433,"प्रथमेश सांगा होतो , ग्राउंड ग्राइंडरमध्ये थोड्या वनस्पती संसाधनांचो पुनर्वापर करून वनस्पती फायबर बनवूक येता",प्रथमेश सांगा की ग्राउंड ग्राइंडरमध्ये थोड्या वनस्पती संसाधनांचा पुनर्वापर करून वनस्पती फायबर बनवता येते.
223,707274,D1,Banking,22.423,एकत्रित वित्त विकास निधी योजनेचा व्यापक उद्दिष्ट म्हणजे म्युनिसिपल बाँड मार्केटचो विकास करुचो,एकत्रित वित्त विकास निधी योजनेचे व्यापक उद्दिष्ट म्युनिसिपल बाँड बाजारपेठ विकसित करणे आहे
226,710800,D1,Agriculture,22.389,पारंपारिक मासेमारी होडिये कमी खर्चात मासेमारी करुक मदत करतत,पारंपारिक मासेमारी कमी खर्चात मासेमारीला मदत करते
229,724918,D1,Banking,22.382,बाजारातलो प्रभाव म्हणजे बाजारातलो सहभागी ज्या वेळी मालमत्ता विकत घेता किंवा विकता त्या वेळी त्याचा परिणाम होता,बाजाराचा प्रभाव म्हणजे बाजारात सहभागी ज्या वेळी मालमत्ता विकत घेता किंवा विकता त्या वेळेचा परिणाम होता
232,724984,D1,Banking,22.367,सांस्कृतिक उद्यमिता सामुहिक एजेंसिंची प्रथा हा जी सांस्कृतिक व्यवसायांच्या उपायांचा गतीशील असणा तेचो विशेष हा,सांस्कृतिक उद्यमिता सामूहिक एजन्सींची प्रथा जी सांस्कृतिक व्यवसायांच्या उपायांचा गतिशील असणे तेच विशेष आहे
235,724973,D1,Agriculture,22.324,"वन्यजीव शेतीत अन्न , पारंपारिक औषधांसारखे वस्तू , चामडां , लोकर , धागे यांच्यासारख्या सामानाचो समावेश होता","वन्यजीव शेतीत अन्न, पारंपारिक औषधांसारखे वस्तू, चामडे, लोक, धागे यांच्यासारखे सामान समावेश होते."
238,707909,D1,Agriculture,22.0,"मी एका ठिकाणी बघतलय आसय , कुक्कुटपालन व्यवसायात कोंबडी गोळा करण्यासाठी चिकन हार्वेस्टरचा वापर करतत","मी एका ठिकाणी बघत आहे, कुक्कुटपालन व्यवसायात कोंबडी गोळा करण्यासाठी चिकन हार्वेस्टरचा वापर करत आहे."
241,710990,D1,Banking,22.0,लक्षात ठेवा प्रधानमंत्री जीवन ज्योति बीमा योजनेत पन्नास वर्षांच्या वरच्या व्यक्तिंचो वीमो नाय काढणत,लक्षात ठेवा प्रधानमंत्री जीवन ज्योति बीमा योजनेत पन्नास वर्षांच्या वरच्या व्यक्तीचे जीवन विमा काढत नाही.
244,706449,D1,Banking,22.0,डेब्ट सिक्युरिटीज येका निश्चित मुदतीसाठी जारी केली जाता आणि जारीकर्त्याद्वारा रिडीम करता येता,डेब्ट सिक्युरिटीज निश्चित मुदतीसाठी जारी केली जातात आणि जारीकर्त्याद्वारे रिडीम करता येतात
