id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
14056,712420,D1,Banking,8.0,विमाचे प्रकार किती असतत ?,विमाचे प्रकार किती आहेत?
14057,712614,D2,Banking,8.0,देशमझारल्या सैनिकसले आजबी पेंशनना फायदा भेटस,देशमझारलेल्या सैनिकसले आज पेन्शनचा फायदा मिळतील.
14058,723839,D4,Banking,7.5,म्या ऑगस्ट अस एप्रिल मइन्यात कितीक पैसे काढले ?,मी ऑगस्ट आणि एप्रिलमध्ये किती पैसे काढले?
14059,711700,D1,Agriculture,8.0,शेणद्रावण गाळूक खयची यंत्रणा वापरतत ?,शेणद्रावण गाळूक करण्यासाठी कोणती यंत्रणा वापरली जाते?
14060,714917,D2,Agriculture,8.0,खतामध्ये पाणी घालून खताला पातळ केले जाते,खतामध्ये पाणी घालून खताला पातळ केले जाते
14061,724088,D4,Banking,7.5,मी कोनच्या सरकारी योजनेत पैसा गुतवू शकतो ?,मी कोणत्या सरकारी योजनेत पैसा जमा करू शकतो?
14062,707805,D1,Agriculture,8.0,बाजार जवळ असलो तर शेतकऱ्याचो खर्च कमी होईत आणि पीक सहज इकता येईत,बाजार जवळ असलो तर शेतकऱ्यांचा खर्च कमी होतो आणि पीक सहज मिळते
14063,716829,D2,Agriculture,8.0,चीनमध्ये सर्वाधिक रेशीम उत्पादन केले जाते,चीनमध्ये सर्वाधिक रेशीम उत्पादन केले जाते
14064,724035,D4,Banking,7.5,मले पंतप्रधान योजनेसाठी ऑनलाईन फारम भरता येईन का ?,मला पंतप्रधान योजनेसाठी ऑनलाईन फॉर्म भरता येईल का?
14065,711141,D1,Agriculture,8.0,जमिनीची सुपीकता वाढवच्या खातीर काय करूचा ?,जमिनीची सुपीकता वाढवण्यासाठी काय करावे?
14066,713289,D2,Banking,8.0,पिरती तू शहेर मा कोठे काम करस ?,तुम्ही शहरात कोठे काम करता?
14067,723950,D4,Banking,7.5,"कोनचा बिमा ठीक हाय , हे कस पायता येईन ?","कोणाचा विमा ठीक आहे, हे कसे पायता येईन?"
14068,712452,D1,Banking,8.0,शालेय शिक्षणाक कर्ज कसा काढूचा ?,शालेय शिक्षणासाठी कर्ज कसे काढायचे?
14069,717280,D2,Agriculture,8.0,ठिबक पद्धतीने शेतात कमी खर्चात शेती करता येईल का ?,ठिबक पद्धतीने शेतात कमी खर्चात शेती करता येईल का?
14070,723446,D4,Agriculture,7.5,टमाट्यावरील नाग अळीचे दुष्परिणाम कोनचे ?,टमाट्यावरील नागअळीचे दुष्परिणाम कोणते?
14071,710636,D1,Agriculture,8.0,कॉफी उत्पादनात ब्राजील देश सगळ्यात पुढे हा,कॉफी उत्पादनात ब्राझील देश सर्वात पुढे आहे
14072,717755,D2,Agriculture,8.0,"ज्वारी , बाजरी आणि तांदूळ किती काळ टिकतो ?","ज्वारी, बाजरी आणि तांदूळ किती काळ टिकतात?"
14073,723266,D4,Agriculture,7.5,डी.ए.पी सगळ्यात चांगलं खत हाये का ?,डी.ए.पी सर्वात चांगले खत आहे का?
14074,710975,D1,Banking,8.0,राजू लघुक वित्तीय भाषेत काय म्हणतत ?,राजू लघुक वित्तीय भाषेत काय म्हणत आहेत?
14075,717354,D2,Agriculture,8.0,तूरीच्या बियाण्याचे प्रकार सांगा,तूरीच्या बियाण्याचे प्रकार सांगा
14076,723683,D4,Banking,7.5,हर महिन्यासाठी किस्त पडनार का ?,प्रत्येक महिन्यासाठी किस्त पडणार का?
14077,711351,D1,Agriculture,8.0,शेती कर्जाक वार्षिक उत्पन्न कितक्या लागता ?,शेती कर्जाचे वार्षिक उत्पन्न किती लागते?
14078,713028,D2,Agriculture,8.0,बीटनी शेती भारतना सारखस जगभरमा बी व्हस,बीटनी शेती भारतासारखी जगभरात आहे.
14079,723410,D4,Agriculture,7.5,रब्बी हंगामातला पयला मइना कोनता ?,रब्बी हंगामातील पयला किती?
14080,711061,D1,Agriculture,8.0,सरकार ऊस उत्पादन वाढीसाठी गावपातळीवर योजना आणता हा,सरकार ऊस उत्पादन वाढीसाठी गावपातळीवर योजना आणते
14081,713937,D2,Agriculture,8.0,समुद्रनी किनारपट्टी देखाले खूप सुंदर शे,समुद्राची किनारपट्टी पाहिली खूप सुंदर
14082,723575,D4,Agriculture,7.5,म्हशीसाठी कोनचे खाद्य चांगलं रायते ?,म्हशीसाठी कोणते खाद्य चांगले दर?
14083,709805,D1,Agriculture,8.0,उत्तर भारतात लय दमट प्रकारातली माती गावता,उत्तर भारतातील माती दमट प्रकारची आहे
14084,718427,D2,Banking,8.0,खाते उघडल्यावर त्याला आधारकार्ड कसे जोडायचे ?,खाते उघडल्यावर त्याला आधारकार्ड कसे जोडायचे?
14085,723776,D4,Banking,7.5,ठेवीची मुदत कवापर्यंत हाय हे मले कस समजन ?,ठेवीची मुदत कशापर्यंत आहे हे मला कसे समजणे?
14086,708170,D1,Banking,8.0,आजकाल पे.टी.एम तुमका मॉलची सुविधा देखील दिता,आजकाल पी.टी.एमने तुमचा मॉलची सुविधा देखील दिली
14087,718234,D2,Banking,8.0,आम्हाला बँकिंग सेवेची गरज का आहे ?,आम्हाला बँकिंग सेवेची गरज का आहे?
14088,723433,D4,Agriculture,7.5,ऊसाची ऊंची सरासरी किती वाढाले पायजे ?,ऊसाची उंची सरासरी किती वाढली?
14089,710592,D1,Banking,8.0,एस.बी.आय बँकेची बँक स्टेटमेंट तुका ऑनलाईन गावतली,एस.बी.आय बँकेचे बँक स्टेटमेंट मी ऑनलाईन घेतले.
14090,717616,D2,Agriculture,8.0,मातीचे प्रकार किती आहेत ?,मातीचे प्रकार किती आहेत?
14091,724263,D4,Banking,7.5,यू.पी.आय वापराची सोपी पद्धत हाय का ?,यू.पी.आय वापरण्याची पद्धत सोपी आहे का?
14092,711580,D1,Agriculture,8.0,फळबागायती असता त्यांका कसली सिंचन पदधत वापराक होई ?,फळबागायत होत असल्यास त्यांका कशाची सिंचन पद्धत वापरायला होईल?
14093,717961,D2,Banking,8.0,ऑनलाईन खाते उघडल्यानंतर के.वाय.सी करणे गरजेचे आहे का ?,ऑनलाईन खाते उघडल्यानंतर के.वाय.सी करणे गरजेचे आहे का?
14094,724219,D4,Banking,7.5,कर्ज वापिस करण्याची तारीख मले ठरवता येते का ?,मला कर्जाची तारीख ठरवता येते का?
14095,707048,D1,Banking,8.0,आर्थिक नफा ह्या व्यावसायिक घटकाचा कमाईमधलो फरक असा,आर्थिक नफा ह्या व्यावसायिक घटकाचा कमाईतील फरक असा
14096,718653,D2,Banking,8.0,डेबिट कार्ड हरवले आहे हे मी कोठे सांगू शकतो ?,"मी डेबिट कार्ड हरवले आहे, हे मी कोठे सांगू शकतो?"
14097,723395,D4,Agriculture,7.5,इ कामर्सचे फायदे अस नुकसान का हाये,कामर्सचे फायदे आणि नुकसान का आहे?
14098,709049,D1,Banking,8.0,जवळच्या बॅन्केत जाऊन डिमांड ड्राफ्ट बनवू शकतंस,तुम्ही जवळच्या बँकेत जाऊन डिमांड ड्राफ्ट बनवू शकता
14099,718582,D2,Banking,8.0,मला अल्प किंवा दीर्घ मुदतीसाठी बचत कशी करता येईल ?,मला अल्प किंवा दीर्घ मुदतीसाठी बचत कशी करता येईल?
14100,723925,D4,Banking,7.5,मले ऑनलाईन खातं खोलाचं हाय तर कस खोलू ?,मला ऑनलाईन जे खाणे आहे तर ते किती खोल आहे?
14101,706483,D1,Banking,8.0,बँकिंग एजंट ह्यो मोबाईल बँकिंगचो कणो असा,बँकिंग एजंट मोबाईल बँकिंगचा आहे.
14102,718270,D2,Banking,8.0,ऑनलाईन सुविधेद्वारे के.वाय.सी करता येते का ?,ऑनलाईन सुविधेद्वारे के.वाय.सी करता येते का?
14103,724179,D4,Banking,7.5,सामाजिक योजना मले कसा पायता येईन ?,मला सामाजिक योजना कशी मिळेल?
14104,709438,D1,Banking,8.0,चेक एका सुरक्षित पर्यायाच्या रुपात काम करता,चेक एका सुरक्षित पर्यायाच्या स्वरूपात काम करते
14105,718132,D2,Banking,8.0,क्रेडिट कार्डसाठी कोणाला अर्ज करता येतो ?,क्रेडिट कार्डसाठी कोणाला अर्ज करता येतो?
14106,721053,D4,Agriculture,7.5,दूध काढण्याच्या पाइपलाइनचा अतिवापर होत आहे,दूध काढण्याच्या पाइपलाइनचा अतिवापर होत आहे
14107,708865,D1,Banking,8.0,एकदा वापरल्यार परत तोच लेबर चेक वापरू शकना नाय,एकदा वापरल्यानंतर परत तोच लेबर चेक वापरता येणार नाही.
14108,717265,D2,Agriculture,8.0,आंबा लागवडीसाठी कोणते बियाणे वापरावे ?,आंबा लागवडीसाठी कोणते बियाणे वापरावे?
14109,724175,D4,Banking,7.5,बिम्याचे पैसे मले हर मईन्याले भरता येईन का ?,बिमज्याचे पैसे मला भरता येतील का?
14110,711388,D1,Agriculture,8.0,लागवड करूच्या अगोदर बिजाची प्रकिया कशी करून हवी ?,लागवड करण्यापूर्वी बियाची प्रक्रिया कशी करायची आहे?
14111,718410,D2,Banking,8.0,कुठलीही वस्तू तारण न ठेवता मला कर्ज मिळू शकते का ?,कोणतीही वस्तू तारण न ठेवता मला कर्ज मिळू शकते का?
14112,723448,D4,Agriculture,7.5,संत्र्यावर कोळशी रोग कायच्यापाई येते ?,संत्र्यावर कोळशी रोग कशाने होते?
14113,708987,D1,Banking,8.0,पिंटू आपलो टॅक्स कित्याक नाय भरत हा ?,पिंटू तुमचे टॅक्स कधी भरले नाहीत?
14114,717416,D2,Agriculture,8.0,मोसंबी कोणत्या वातावरणात चांगली येऊ शकते ?,मोसंबी कोणत्या वातावरणात चांगली येऊ शकते?
14115,724041,D4,Banking,7.5,"यू.पी.आय न पैसे आले , थे कसे पाहाचे ?","यू.पी.आयचे पैसे आले नाहीत, तर कसे पाहावे?"
14116,710856,D1,Agriculture,8.0,बुरशीची सेल वॉल कायटिन पासुन बनता,बुरशीची सेल वॉल कायटिनपासून बनते
14117,714441,D2,Agriculture,8.0,मेंढीना बालेस्पाईन जीन तयार करतस,मेंढीचे बालेस्पाईन जीन तयार करत आहे
14118,722976,D4,Agriculture,7.5,गायीचं दुध वाढवायले तिले काय खाऊ घालू ?,"गायीचे दूध वाढवले आहे, मी काय खायला घालू?"
14119,709975,D1,Banking,8.0,प्रेफर्ड स्टॉकाक फायद्यात पुढारपणा मिळता,प्रेफर्ड स्टॉकच्या फायद्यात प्रगती मिळते
14120,716402,D2,Banking,8.0,लष्करी बंधपत्र थेट जनतेसाठी खरेदीसाठी उपलब्ध आहेत,लष्करी बंधपत्र थेट जनतेसाठी खरेदीसाठी उपलब्ध आहेत
14121,721935,D4,Agriculture,7.5,कापलेल्या देठातून रोलर्स उसाचा रस दाबतात,कापलेल्या देठातून रोलर्स उसाचा रस दाबतात
14122,709285,D1,Banking,8.0,वार्षिकीचो उपयोग करान अनुजने मोटरसायकल घेतल्यान,वार्षिक उपयोग करून अनुजने मोटरसायकल घेतली
14123,714153,D2,Banking,8.0,आर्थिक बाजार दक्षताना काही वाईट परिणाम व्हतस का,आर्थिक बाजार करताना काही वाईट परिणाम होतात का
14124,720038,D4,Agriculture,7.5,वनीकरण व्यवसायात अनेक व्यवसायांचा समावेश आहे,वनीकरण व्यवसायात अनेक व्यवसायांचा समावेश आहे
14125,710191,D1,Banking,8.0,कमोडिटी पैसो वस्तु विनिमयाप्रमाण काम करता,कमोडिटी पैसे वस्तू विनिमयाप्रमाणावर कार्य करतात
14126,715664,D2,Banking,8.0,तुम्ही तुमची जमा रक्कम बघा आणि गरज असेल तर परत काढून घ्या,तुम्ही तुमची जमा रक्कम बघा आणि गरज असेल तर परत काढून घ्या
14127,718725,D4,Banking,7.5,गोल्ड लोन हा सुरक्षित कर्जाचा प्रकार आहे,गोल्ड लोन हा सुरक्षित कर्जाचा प्रकार आहे
14128,711546,D1,Agriculture,8.0,या महिन्याक स्वस्त नी मस्त ट्रॅक्टर खडे मिळतीत ?,या महिन्यात स्वस्त आणि चांगले ट्रॅक्टर खडे मिळतील का?
14129,712633,D2,Banking,8.0,भारतमा सोनाना नाणा बंद व्हयी जायेल शेतंस,भारतात सोनेना नाणा बंद होईल शेतांमध्ये
14130,721469,D4,Banking,7.5,तुमच्या घराजवळ व्यावसायिक बँक असलीच पाहिजे,तुमच्या घराजवळ व्यावसायिक बँक असणे आवश्यक आहे
14131,710066,D1,Agriculture,8.0,लाकडा जाळण्याचो लोगिग मध्ये वेगळी पद्धत असा,लाकडा जाळण्याच्या पद्धतीमध्ये वेगळी पद्धत आहे
14132,714362,D2,Agriculture,8.0,फ्लेल हाई एक औजार शे जे मळणी कराले काममा यस,फ्लेल हाई एक औजार जे काम करण्यासाठी आहे
14133,723319,D4,Agriculture,7.5,दूध उत्पादनामंदी गुळाचे महत्व काय रायते ?,दुधाच्या उत्पादनामंदीचे गुळाचे महत्त्व काय आहे?
14134,711004,D1,Banking,8.0,वार्षिक उत्पन्न म्हणजे तु एका वर्षात जमवलेली रक्कम,वार्षिक उत्पन्न म्हणजे एका वर्षात जमवलेली रक्कम
14135,716705,D2,Agriculture,8.0,"नद्या , नाले आणि तलावांमध्ये गोड पाणी असते",नद्या नाले आणि तलावांमध्ये गोड पाणी असते
14136,722343,D4,Banking,7.5,ॲपमध्ये डेबिट आणि एटीएम कार्ड तपशील प्रविष्ट करा,ॲपमध्ये डेबिट आणि एटीएम कार्ड तपशील प्रविष्ट करा
14137,707510,D1,Agriculture,8.0,चीन आणि अमेरिका ह्ये दोन प्रमुख कागद उत्पादक देश आसत,चीन आणि अमेरिका हे दोन प्रमुख कागद उत्पादक देश आहेत
14138,716310,D2,Banking,8.0,हुंडी एक प्रकारच पैसे उधार घेण्याचं उदाहरण आहे,हुंडी एक प्रकारचा पैसे उधार घेण्याचे उदाहरण आहे
14139,721474,D4,Banking,7.5,आरोग्य विम्याचे कोणते पॅकेज घेतले आहे ?,आरोग्य विम्याचे कोणते पॅकेज घेतले आहे?
14140,708421,D1,Agriculture,8.0,ब्लूबेरीक भारतात नील बद्री म्हणतत,ब्लूबेरीक भारतात नील बद्री म्हणत आहे
14141,718227,D2,Banking,8.0,यू.पी.आय मध्ये कोणते तंत्रज्ञान वापरले जाते ?,यूपीआय मध्ये कोणते तंत्रज्ञान वापरले जाते?
14142,722319,D4,Banking,7.5,देशाद्वारे घटकांवर टॅरिफ कर लादला जाऊ शकतो,देशाद्वारे घटकांवर टॅरिफ कर लादला जाऊ शकतो
14143,708692,D1,Agriculture,8.0,भारतात खुपश्या राज्यांत दारूवर बंदी असा,भारतात खूप राज्यांमध्ये दारूवर बंदी आहे
14144,717345,D2,Agriculture,8.0,रब्बी हंगाम कोणत्या महिन्यात सुरु होतो ?,रब्बी हंगाम कोणत्या महिन्यात सुरू होतो?
14145,722103,D4,Agriculture,7.5,गावाबाहेर आजी कच्च्या फणसाची फळे विकते,गावाबाहेर आजी कच्च्या फणसाची फळे विकते
14146,710677,D1,Banking,8.0,घर भाड्यान घेताना महकना हजार रुपये जमा केल्यान,घर भाड्याने घेताना मी हजार रुपये जमा केले.
14147,718481,D2,Banking,8.0,एन.ई.एफ.टी करताना ऑनलाईन पद्धतीने पेमेंट करता येते का ?,एन.ई.एफ.टी करताना ऑनलाईन पद्धतीने पेमेंट करता येते का?
14148,720492,D4,Banking,7.5,काही गुंतवणूकदार ओपन एंडेड फंड देखील निवडतात,काही गुंतवणूकदार ओपन एंडेड फंड देखील निवडतात
14149,709554,D1,Agriculture,8.0,भारतला रबराचा झाड ह्या अंजीराचा एक प्रकार असा,भारताला रबराचे झाड ह्या अंजीराचा एक प्रकार आहे
14150,716533,D2,Agriculture,8.0,"शेतीचे पाणी , ज्याला कृषीजल असेही म्हणतात","शेतीचे पाणी, ज्याला कृषीजल असेही म्हणतात."
14151,721243,D4,Banking,7.5,येस बँकेचे मुख्यालय मुंबईत आहे,येस बँकेचे मुख्यालय मुंबईत आहे
14152,712053,D1,Banking,8.0,कितक्या पर्यंत माका कर्ज मिला शकता ?,कितक्या पर्यंत मला कर्ज मिळू शकते?
14153,715780,D2,Banking,8.0,पैशाचे ऑनलाइन पेमेंट केल्याने वेळ वाचतो,पैशाचे ऑनलाइन पेमेंट केल्याने वेळ वाचतो
14154,721792,D4,Agriculture,7.5,मासळी बाजारात प्रचंड गदारोळ आहे,माशांच्या बाजारात प्रचंड गोंधळ आहे
14155,709945,D1,Banking,8.0,नोंदणीकृत शेअर मध्ये ह्यो फायदो असा राजू,नोंदणीकृत शेअर्समध्ये हे फायदो आहे राजू
14156,713035,D2,Agriculture,8.0,मेंढ्या पायतस ती जागा चकपाक ठेवाले जोयजे,मेंढ्या पायतस ती जागा तयार करावी लागेल
14157,722251,D4,Agriculture,7.5,पाण्याचे बाष्पीभवन होऊन पाऊस पृथ्वीवर पडतो,पाण्याचे बाष्पीभवन होऊन पाऊस पृथ्वीवर पडतो
14158,708193,D1,Banking,8.0,इंटरनॅशनल बँक अकाऊंट नंबराकच इबानी म्हणतत,इंटरनॅशनल बँक अकाऊंट नंबर असे म्हणते
14159,713868,D2,Agriculture,8.0,लाकूड पासीन घरणा कामना फार्स भी बनवतस,लाकूड पासीन घराचे कामना फार्स देखील बनवते
14160,720755,D4,Banking,7.5,बँक तपशील दरमहा ग्राहकांना पाठविला जातो,बँक तपशील दरमहा ग्राहकांना पाठविला जातो
14161,710714,D1,Banking,8.0,टॅक्स माफीक घेऊन आता कायदो सख्ती करतलो,टॅक्स माफी घेऊन आता किती सख्ती करत आहात
14162,713957,D2,Banking,8.0,आम्ले व्याजथून रिक्षा न कर्ज कोठून भेटू शकीन,आम्हाला व्याज न भरता रिक्षाशिवाय कर्ज कोठून मिळेल?
14163,719608,D4,Agriculture,7.5,मेक्सिको मध्ये कापसाचे गोळे सापडले,मेक्सिकोमध्ये कापसाचे गोळे सापडले
14164,709712,D1,Banking,8.0,सीड मनीचा तात्पर्य गुंतवणुकिची सुरवात असा,सीड मनीचा तात्पर्य गुंतवणुकीची सुरुवात असा
14165,715023,D2,Banking,8.0,पासबुक मध्ये व्यक्तीचा फोटो आणि पत्ता असतो,पासबुकमध्ये व्यक्तीचा फोटो आणि पत्ता असतो.
14166,720583,D4,Agriculture,7.5,संदीप कृत्रिम रबर केमिकल स्कूलमध्ये काम करते,संदीप कृत्रिम रबर केमिकल स्कूलमध्ये काम करते
14167,710952,D1,Agriculture,8.0,मोहरीच्या बीयांपासना तेल काढला जाता,मोहरीच्या बिया दाबून तेल काढले जाते
14168,718488,D2,Banking,8.0,दीर्घ मुदत असलेल्या कर्जाचे कोणते पर्याय आहे ?,दीर्घ मुदत असलेल्या कर्जाचे कोणते पर्याय आहेत?
