id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
36,718940,D4,Agriculture,25.188,"मातीच्या प्रकारांमध्ये लाल माती , काळी माती , वालुकामय माती , गाळाची माती यांचा समावेश होतो","मातीच्या प्रकारांमध्ये लाल माती, काळी माती, वालुकामय माती, गाळाची माती यांचा समावेश होतो."
39,722489,D4,Agriculture,25.0,मासेमारी म्हणजे मासे आणि इतर जलचर प्राण्यांच्या आधीच अस्तित्वात असलेल्या लोकसंख्येची कापणी,मासेमारी म्हणजे मासे आणि इतर जलचर प्राण्यांच्या आधीच अस्तित्वात असलेल्या लोकसंख्येची कापणी
42,724487,D4,Banking,24.933,"फ्युचर्स कॉन्ट्रॅक्ट्स , पर्याय यासारखी आर्थिक साधने , जी इतर प्रकारच्या मालमत्तांपासून तयार केली जातात","फ्युचर्स कॉन्ट्रॅक्ट्स, पर्याय यांसारख्या आर्थिक साधने जी इतर प्रकारच्या मालमत्तांपासून तयार केली जातात."
45,724451,D4,Agriculture,24.842,"ओवा भाजी बनवण्यासाठी उपयुक्त अशी एक वनस्पती आहे , आपल्या पोटासाठी खूप फायदेशीर आहे , पचनासाठी ते चांगले आहे","ओवा भाजी बनवण्यासाठी उपयुक्त अशी एक वनस्पती आहे, आपल्या पोटासाठी खूप फायदेशीर आहे, पचनासाठी ते चांगले आहे."
48,724430,D4,Banking,24.5,"गारपीट , दुष्काळ आणि पूर यांसारख्या नैसर्गिक आपत्तींमुळे होणाऱ्या नुकसानीपासून संरक्षण करण्यासाठी पीक विमा आहे","गारपीट, दुष्काळ आणि पूर यांसारख्या नैसर्गिक आपत्तींमुळे होणाऱ्या नुकसानीपासून संरक्षण करण्यासाठी पीक विमा आहे."
51,724275,D4,Agriculture,24.429,हवामानात होनाऱ्या मोठ्या बदलाले हायब्रीड बियाने जुमानत नाय अन रोग भी होऊ देत नाय,हवामानातील मोठ्या बदलांमुळे हायब्रीड बियाणे जुमानत नाहीत आणि रोगही होऊ देत नाहीत
54,724469,D4,Agriculture,24.367,"क्लास इंडिया ट्रॅक्टर्स , कम्बाइन हार्वेस्टर , चारा हार्वेस्टर मध्ये टेलीहँडलरपर्यंत शेतीची यंत्र सामग्री होय","क्लास इंडिया ट्रॅक्टर्स, कम्बाइन हार्वेस्टर, चारा हार्वेस्टर मध्ये टेलीहँडलरपर्यंत शेतीची यंत्र सामग्री होय"
57,724480,D4,Banking,24.312,"पाळीव प्राण्यांच्या विम्याअंतर्गत , पाळीव प्राणी मरण पावल्यास , हरवल्यास , चोरी गेल्यास काही पैसे देतील",पाळीव प्राण्यांच्या विम्याअंतर्गत पाळीव प्राणी मरण पावल्यास हरवल्यास चोरी गेल्यास काही पैसे देतील
60,718834,D4,Agriculture,24.0,"कृषी भौतिक शास्त्र पासून वनस्पतींचा विकास , अनुवांशिक गुणधर्म इ चा माहिती भेटते",कृषी भौतिक शास्त्रातून वनस्पतींच्या विकासाचे आणि अनुवांशिक गुणधर्मांचे माहिती मिळते
63,721572,D4,Agriculture,24.0,विशेषत औद्योगिक किंवा औषधी वापरासाठी उगवलेल्या कॅनॅबिस सॅटिवा जातींचा वनस्पतिशास्त्रीय वर्ग आहे,विशेषतः औद्योगिक किंवा औषधी वापरासाठी उगवलेल्या कॅनॅबिस सॅटिवा जातींचा वनस्पतिशास्त्रीय वर्ग आहे
66,724406,D4,Banking,24.0,दिवाळखोरीची प्रक्रिया यशस्वीरित्या पूर्ण झाल्यास कर्जदाराला कर्जाच्या जबाबदार्या पासून मुक्तता मिळते,दिवाळखोरीची प्रक्रिया यशस्वीरित्या पूर्ण झाल्यास कर्जदाराला कर्जाच्या जबाबदारीपासून मुक्ती मिळते
69,724355,D4,Agriculture,24.0,व्हॅक्यूमचा वापर लहान व्यासाच्या नळीच्या माध्यमातून कॅनमध्ये दूध अनुलंबपणे उंच करण्यासाठी केला जातो,व्हॅक्यूमचा वापर लहान व्यासाच्या नळीच्या माध्यमातून कॅनमध्ये दूध अनुलंबपणे उंच करण्यासाठी केला जातो.
72,724371,D4,Agriculture,24.0,अग्रोइकोलॉजीच्या विज्ञानामुळे बहुसंख्येने सेंद्रिय शेतीमध्ये वापरल्या जाणाऱ्या पॉलीकल्चरचा विकास झाला आहे,अग्रोइकोलॉजीच्या विज्ञानामुळे बहुसंख्येने सेंद्रिय शेतीमध्ये वापरल्या जाणाऱ्या पॉलीकल्चरचा विकास झाला आहे
75,724375,D4,Agriculture,23.944,"कोडागु हा कर्नाटकातील सर्वात मोठा कॉफी उत्पादक प्रदेश आहे , जो राज्यातील एकूण कॉफीचे पन्नास टक्के जास्त आहे","कोडागु हा कर्नाटकातील सर्वात मोठा कॉफी उत्पादक प्रदेश आहे, जो राज्यातील एकूण कॉफीचे पन्नास टक्के जास्त आहे."
78,722455,D4,Agriculture,23.938,बास्ट फायबर हा एक वनस्पती फायबर आहे जो काही द्विगुणित वनस्पतीं च्या देठापासून गोळा केला जातो,बास्ट फायबर हा एक वनस्पती फायबर आहे जो काही द्विगुणित वनस्पतींच्या देठापासून गोळा केला जातो
81,724515,D4,Agriculture,23.938,"माशांच्या प्रजननासाठी रोगांचा सामना करण्यासाठी आहार , शंख , लसींचा पर्यायी स्रोत विकसित केला जाऊ शकतो","माशांच्या प्रजननासाठी रोगांचा सामना करण्यासाठी आहार, शंख आणि लसींचा पर्यायी स्रोत विकसित केला जाऊ शकतो."
84,718871,D4,Agriculture,23.923,हवामान एखाद्या ठिकाणाच्या किंवा देशातील कोणत्याही वेळी किंवा काही दिवसांच्या हवामानाचा संदर्भ देते,हवामान एखाद्या ठिकाणाच्या किंवा देशातील कोणत्याही वेळी किंवा काही दिवसांच्या हवामानाचा संदर्भ देते
87,719463,D4,Agriculture,23.5,"कॉर्कोरस वंशातील फुलांच्या वनस्पतीं पासून ताग तयार केला जातो , जो माल्व्हेसी कुटुंबातील आहे","कॉर्कोरस वंशातील फुलांच्या वनस्पतींपासून ताग तयार केला जातो, जो माल्व्हेसी कुटुंबातील आहे."
90,719820,D4,Agriculture,23.5,कोळंबीला माशांची प्रजाती नसली तरी पाण्यात अस्तित्व असल्याने त्याला बोलक्या भाषेत मासे असे म्हणतात,कोळंबीला माशांची प्रजाती नसली तरी पाण्यात अस्तित्व असल्याने त्याला बोलक्या भाषेत मासे असे म्हणतात
93,724426,D4,Agriculture,23.5,भिंतीवर आच्छादन आणि घराच्या सामानासाठी वापरल्या जाणाऱ्या हलक्या वजनाच्या बॅग रॅपरमध्ये ज्यूटचा वापर केला जातो,भिंतीवर आच्छादन आणि घराच्या सामानासाठी वापरल्या जाणाऱ्या हलक्या वजनाच्या बॅग रॅपरमध्ये ज्यूटचा वापर केला जातो
96,724435,D4,Agriculture,23.5,राज्य सरकारने विहित केल्याप्रमाणे मच्छिमार हे मच्छिमारांच्या राष्ट्रीय कल्याणकारी योजनेचे लाभार्थी आहेत,राज्य सरकारने विहित केल्याप्रमाणे मच्छिमार हे मच्छिमारांच्या राष्ट्रीय कल्याणकारी योजनेचे लाभार्थी आहेत
99,724396,D4,Banking,23.5,बँक नियमन बँकिंग संस्था आणि कॉर्पोरेशन यांच्यात बाजारपेठेतील पारदर्शकता निर्माण करण्यासाठी डिझाइन केलेले आहे,बँक नियमन बँकिंग संस्था आणि कॉर्पोरेशन यांच्यात बाजारपेठेतील पारदर्शकता निर्माण करण्यासाठी डिझाइन केलेले आहे
102,724338,D4,Banking,23.326,"मीन ऑनलाईन पैसे दिले , ते माया खात्यातून कटले , पण पेमेंट झाल नायं , ते पैसे मले कितीक दिवसात वापस भेटन ?","मी ऑनलाइन पैसे दिले, ते माझ्या खात्यातून कापले गेले, पण पेमेंट झाले नाही, ते पैसे मला किती दिवसात परत मिळतील?"
105,718739,D4,Banking,23.0,तुम्हाला माहिती आहे का की क्रेडिट विमा कंपन्यांना ग्राहकांच्या न भरण्यापासून संरक्षण देतो,तुम्हाला माहिती आहे का की क्रेडिट विमा कंपन्या ग्राहकांच्या न भरण्यापासून संरक्षण देतात
108,720542,D4,Agriculture,23.0,"बटाटा उत्पादनात , नेमाटीसाईड मातीमध्ये उत्पादित नेमाटोड नियंत्रित करण्यासाठी केले जाते",बटाटा उत्पादनात नेमाटीसाईड मातीमध्ये उत्पादित नेमाटोड नियंत्रित करण्यासाठी केले जाते
111,720057,D4,Agriculture,23.0,फुलांचा लागवड जास्त प्रमाणात करतात आणि त्यांच्यापासून सौंदर्य प्रसाधने तयार केली जातात,फुलांची लागवड जास्त प्रमाणात केली जाते आणि त्यांच्यापासून सौंदर्यप्रसाधने तयार केली जातात
114,719936,D4,Banking,23.0,सुरक्षित कर्जांपेक्षा असुरक्षित कर्जांमध्ये व्याजदर जास्त असतो हे तुम्हाला माहीत आहे का ?,सुरक्षित कर्जांपेक्षा असुरक्षित कर्जांमध्ये व्याजदर जास्त असतो हे तुम्हाला माहीत आहे का?
117,719924,D4,Banking,23.0,"आपणास माहित आहे काय की महामार्ग , पूल किंवा शाळा बांधण्याच्या कामांचे बोंड मुनीसिपालिटी करतो ?","आपणास माहित आहे का की महामार्ग, पूल किंवा शाळा बांधण्याच्या कामांचे बोंड नगरपालिका करते?"
120,724335,D4,Banking,23.0,"मी डेबिट कार्ड वापरतो मले बँकेतून मॅसेज येत नाही , त्यासाठी मोबाईल बँक खात्यासंग जोडनं जरुरी हाय का ?","मी डेबिट कार्ड वापरतो मला बँकेतून मेसेज येत नाही, त्यासाठी मोबाईल बँक खात्याशी जोडणी गरजेची आहे का?"
123,724460,D4,Banking,23.0,स्वदेशी शस्त्रास्त्र उद्योगाला बळकटी देण्यासाठी लष्करी बजेटच्या चौसष्ट टक्के रक्कम राखून ठेवण्यात आली होती,स्वदेशी शस्त्रास्त्र उद्योगाला बळकटी देण्यासाठी लष्करी बजेटच्या चौसष्ट टक्के रक्कम राखून ठेवण्यात आली होती
126,724424,D4,Agriculture,23.0,पेपरमेकिंग युरोपमध्ये लोकप्रिय नव्हती कारण पेपायरस आणि चर्मपत्र यांचे लागवडीयोग्य मातीत जास्त फायदे नव्हते,पेपरमेकिंग युरोपमध्ये लोकप्रिय नव्हते कारण पेपायरस आणि चर्मपत्र यांचे लागवडीयोग्य मातीत जास्त फायदे नव्हते.
129,724342,D4,Banking,23.0,स्टार्टअप च्या सुरुवातीच्या टप्प्यात गुंतवणूक करणारे खाजगी गुंतवणूकदार आहेत हे तुम्हाला माहीत आहे का ?,स्टार्टअपच्या सुरुवातीच्या टप्प्यात गुंतवणूक करणारे खाजगी गुंतवणूकदार आहेत हे तुम्हाला माहीत आहे का?
132,724372,D4,Agriculture,23.0,मधाच्या बॅक्टेरियाच्या वाढीस प्रतिबंध करणारा पदार्थ आणि अँटिऑक्सिडेंट गुणधर्मांमुळे लोक औषधांमध्ये वापरले जाते,मधाच्या बॅक्टेरियाच्या वाढीस प्रतिबंध करणारा पदार्थ आणि अँटिऑक्सिडेंट गुणधर्मांमुळे लोक औषधांमध्ये वापरले जाते
135,724341,D4,Banking,22.933,तुम्हाला माहीत आहे का स्टँडअप इंडियाचे उद्दिष्ट उद्योजक निर्माण करणे आणि त्यांना प्रोत्साहन देणे आहे,तुम्हाला माहीत आहे का स्टँडअप इंडियाचे उद्दिष्ट उद्योजक निर्माण करणे आणि त्यांना प्रोत्साहन देणे आहे
138,724501,D4,Agriculture,22.933,आजकाल वैज्ञानिक वनस्पतीं च्या इतर प्रकारांना एका प्रकारच्या वनस्पतीं मध्ये जोडण्याच्या पद्धती विकसित करीत आहेत,आजकाल वैज्ञानिक वनस्पतींच्या इतर प्रकारांना एका प्रकारच्या वनस्पतींमध्ये जोडण्याच्या पद्धती विकसित करीत आहेत.
141,720304,D4,Agriculture,22.846,मृदा कंडिशनर हे माती सुधारणा किंवा मातीच्या परिस्थितीत माती सुधारणा म्हणून मानले जातात,मृदा कंडिशनर हे माती सुधारणा किंवा मातीच्या परिस्थितीत माती सुधारणा म्हणून मानले जातात
144,723642,D4,Banking,22.5,सामाजिक क्षेत्र योजनेची जास्त मायती भेटासाठी टोल फ्री नंबर हाय का ?,सामाजिक क्षेत्र योजनेची जास्त माहिती भेटण्यासाठी टोल फ्री नंबर आहे का?
147,719427,D4,Banking,22.5,भारत सरकारने विद्यार्थी कर्जासाठी पाच बँकांच्या सहकार्याने विद्या लक्ष्मी योजनाही सुरू केली आहे,भारत सरकारने विद्यार्थ्यांसाठी कर्जासाठी पाच बँकांच्या सहकार्याने विद्या लक्ष्मी योजनाही सुरू केली आहे
150,722118,D4,Agriculture,22.5,हृदयरोगापासून वाचण्यासाठी डॉक्टरांनी मला तुटलेल्या गव्हाचे सेवन करण्याचा सल्ला दिला आहे,हृदयरोगापासून वाचण्यासाठी डॉक्टरांनी मला तुटलेल्या गव्हाचे सेवन करण्याचा सल्ला दिला आहे
153,724467,D4,Agriculture,22.5,सामाजिक दृष्टीकोन शेती केलेल्या समुद्री प्राण्यांमध्ये मानवी प्रथा आणि नियमांच्या गरजेवर परिणाम करतात,सामाजिक दृष्टीकोन शेती केलेल्या समुद्री प्राण्यांमध्ये मानवी प्रथा आणि नियमांच्या गरजेवर परिणाम करतात
156,724506,D4,Banking,22.5,"भारतात , विद्या लक्ष्मी नावाचे इंटरनेट पोर्टल वर्ष दोन हजार पंधरा मध्ये विद्यार्थी कर्जासाठी तयार केले गेले",भारतात विद्या लक्ष्मी नावाचे इंटरनेट पोर्टल वर्ष दोन हजार पंधरा मध्ये विद्यार्थी कर्जासाठी तयार केले गेले
159,724457,D4,Banking,22.5,वास्तविक भांडवल भौतिक मालमत्ता सारख्या कारखान्यांमध्ये गुंतवणूक व्यवसाय हा एकूण भांडवली परिव्ययाचा एक भाग आहे,वास्तविक भांडवल भौतिक मालमत्ता सारख्या कारखान्यांमध्ये गुंतवणूक व्यवसाय हा एकूण भांडवली परिव्ययाचा एक भाग आहे
162,724388,D4,Banking,22.5,आंशिक मालक असण्याच्या अपेक्षेने एखाद्या व्यक्ती द्वारे नवीन एंटरप्राइझच्या निर्मितीमध्ये गुंतलेली प्रक्रिया,आंशिक मालक असण्याच्या अपेक्षेने एखाद्या व्यक्तीद्वारे नवीन एंटरप्राइझच्या निर्मितीमध्ये गुंतलेली प्रक्रिया
165,724418,D4,Banking,22.5,"मी पंतप्रधान सुरक्षा विमा देखील घेतला आहे , ज्यासाठी माझ्या खात्यातून वर्षभरात फक्त बारा रुपये कापले जातात","मी पंतप्रधान सुरक्षा विमा देखील घेतला आहे, ज्यासाठी माझ्या खात्यातून वर्षभरात फक्त बारा रुपये कापले जातात."
168,724456,D4,Banking,22.5,महात्मा गांधी राष्ट्रीय ग्रामीण रोजगार हमी कायद्याच्या अंमलबजावणीमुळे सुरुवातीला जनतेला दिलासा मिळाला,महात्मा गांधी राष्ट्रीय ग्रामीण रोजगार हमी कायद्याच्या अंमलबजावणीमुळे सुरुवातीला जनतेला दिलासा मिळाला
171,724474,D4,Agriculture,22.5,मोठ्या किरकोळ विक्रेत्यांकडून होणाऱ्या शोषणापासून शेतकऱ्यांचे संरक्षण करणे हे मंडी व्यवस्थेचे उद्दिष्ट आहे,मोठ्या किरकोळ विक्रेत्यांकडून होणाऱ्या शोषणापासून शेतकऱ्यांचे संरक्षण करणे हे मंडी व्यवस्थेचे उद्दिष्ट आहे
174,724333,D4,Agriculture,22.438,चिल्लर दुकानदार कास्तकाराइच्या माल कमी भावात घेऊन थो दुपटीनं इकून कास्तकाराइच्या जखमेवर मीठ काऊन लावते ?,चिल्लर दुकानदार कमी भावात माल घेऊन थोडं इतकं करून कास्तकाराइच्या जखमेवर मीठ कशाप्रकारे लावते?
177,722681,D4,Banking,22.433,"व्याज दराची गणना करण्यासाठी , तुम्हाला तुमचा दर मिळवण्यासाठी व्याज सूत्र माहित असणे आवश्यक आहे",व्याज दराची गणना करण्यासाठी तुम्हाला तुमचा दर मिळवण्यासाठी व्याज सूत्र माहित असणे आवश्यक आहे
180,724516,D4,Agriculture,22.433,मोत्याची शेती हा भारतातील सर्वोत्कृष्ट मत्स्यपालन व्यवसायांपैकी एक आहे कारण मोत्यांना बाजारात चांगली मागणी आहे,मोत्याची शेती हा भारतातील सर्वोत्कृष्ट मत्स्यपालन व्यवसायांपैकी एक आहे कारण मोत्यांना बाजारात चांगली मागणी आहे
183,724337,D4,Banking,22.417,"मी डेबिट कार्ड वापरतो , पैसे काढले तरी मले बँकेमंधून मेसेज येत नाय , आता मले बँकेसंग मोबाईल नंबर जोडन जरुरीच हाय का ?","मी डेबिट कार्ड वापरतो, पैसे काढले तरी मला बँकेमधून मेसेज येत नाही, आता मला बँकेला मोबाईल नंबर जोडणे गरजेचे आहे का?"
186,724523,D4,Banking,22.417,इलेक्ट्रॉनिक क्लिअरिंग सेवा प्रामुख्याने मोठ्या मूल्याच्या किंवा मोठ्या प्रमाणात पेमेंटसाठी वापरली जाते,इलेक्ट्रॉनिक क्लिअरिंग सेवा प्रामुख्याने मोठ्या मूल्याच्या किंवा मोठ्या प्रमाणात पेमेंटसाठी वापरली जाते
189,724513,D4,Agriculture,22.382,"पिकाच्या तणांच्या उदाहरणांमध्ये चिकवीड , बार्नी ग्रास , डँडेलियन , स्ट्रिगा आणि जपानी नॉटवीड यांचा समावेश होतो","पिकाच्या तणांच्या उदाहरणांमध्ये चिकवीड, बार्नी ग्रास, डँडेलियन, स्ट्रिगा आणि जपानी नॉटवीड यांचा समावेश होतो."
192,722176,D4,Banking,22.357,रमेश तुम्हाला माहिती आहे की पाकिस्तान च्या लष्करी बजेटपेक्षा भारतीय लष्करी बजेट जास्त आहे,रमेश तुम्हाला माहिती आहे की पाकिस्तानच्या लष्करी बजेटपेक्षा भारतीय लष्करी बजेट जास्त आहे
195,723679,D4,Banking,22.0,"कपड्याच्या दुकानासाठी कर्ज पाहिजे हाय , त्यासाठी कोनचे कागदपत्र द्या लागन ?","कपड्याच्या दुकानासाठी कर्जाची आवश्यकता आहे, त्यासाठी कोणते कागदपत्र द्यावे लागेल?"
198,718736,D4,Banking,22.0,तुम्हाला माहिती आहे का की प्राथमिक कामांच्या देयकासाठी बियांचे पैसे वापरले जातात ?,तुम्हाला माहिती आहे का की प्राथमिक कामांच्या देयकासाठी बियांचे पैसे वापरले जातात?
201,722137,D4,Banking,22.0,मी उद्या माझ्या मुलाला राष्ट्रीय ग्रामीण उपजीविका अभियानासाठी अर्ज करण्यासाठी पाठवीन,मी उद्या माझ्या मुलाला राष्ट्रीय ग्रामीण उपजीविका अभियानासाठी अर्ज करण्यासाठी पाठवीन
204,719962,D4,Banking,22.0,जातीय उद्योजकता साहित्य नव शास्त्रीय किंवा मानवी भांडवल घटकांद्वारे प्रदान करणे हे आव्हान देते,जातीय उद्योजकता साहित्य नव शास्त्रीय किंवा मानवी भांडवल घटकांद्वारे प्रदान करणे हे आव्हान देते
207,718701,D4,Agriculture,22.0,प्राचीन इजिप्शियन काळापासून पाण्याच्या फ्रेम्स अस्तित्वात आहेत हे तुम्हाला माहीत आहे का ?,प्राचीन इजिप्शियन काळापासून पाण्याच्या फ्रेम्स अस्तित्वात आहेत हे तुम्हाला माहीत आहे का?
210,722365,D4,Banking,22.0,"ऐतिहासिकदृष्ट्या , लाभांशाच्या पात्रतेच्या पुराव्यासाठी प्रमाणपत्रे आवश्यक असू शकतात",ऐतिहासिकदृष्ट्या लाभांशाच्या पात्रतेच्या पुराव्यासाठी प्रमाणपत्रे आवश्यक असू शकतात
213,720321,D4,Agriculture,22.0,मासळीचे जेवण हे पकडलेल्या माशांच्या बायकॅचच्या उत्पादनांपासून बनवलेले व्यावसायिक उत्पादन आहे,मासळीचे जेवण हे पकडलेल्या माशांच्या बायकॅचच्या उत्पादनांपासून बनवलेले व्यावसायिक उत्पादन आहे
216,724507,D4,Banking,22.0,खासगी बँकांची प्राधान्य यादी व्यवस्थापनाखाली असलेल्या मालमत्तेवर आधारित काही संस्थांकडून जाहीर केली जाते,खासगी बँकांची प्राधान्य यादी व्यवस्थापनाखाली असलेल्या मालमत्तेवर आधारित काही संस्थांकडून जाहीर केली जाते
219,724503,D4,Banking,22.0,डिजिटल आणि सोशल मीडिया मार्केटिंग मध्ये ग्रॅज्युएशन करण्यासाठी अजयने एका नामांकित संस्थेत प्रवेश घेतला,डिजिटल आणि सोशल मीडिया मार्केटिंगमध्ये ग्रॅज्युएशन करण्यासाठी अजयने एका नामांकित संस्थेत प्रवेश घेतला
222,724365,D4,Agriculture,22.0,"भारतातील समुद्री खाद्यपदार्थांमध्ये माशांव्यतिरिक्त कोळंबी , लॉबस्टर आणि खेकडे मोठ्या आवडीने खाल्ले जातात","भारतातील समुद्री खाद्यपदार्थांमध्ये माशांव्यतिरिक्त कोळंबी, लॉबस्टर आणि खेकडे मोठ्या आवडीने खाल्ले जातात."
225,724359,D4,Banking,21.938,दिवाळखोरी एक प्रक्रिया आहे ज्यांना कर्ज फेडता येत नाही त्यांना काही ना काही कर्जांपासून मुक्ती मिडते,दिवाळखोरी एक प्रक्रिया आहे ज्यांना कर्ज फेडता येत नाही त्यांना काही ना काही कर्जांपासून मुक्ती मिळते
228,719871,D4,Banking,21.933,तुम्हाला माहिती आहे का की नॅशनल पेन्शन सिस्टीम ही वृद्धापकाळाची सुरक्षा प्रदान करणारी योजना आहे,तुम्हाला माहिती आहे का की नॅशनल पेन्शन सिस्टीम ही वृद्धापकाळाची सुरक्षा प्रदान करणारी योजना आहे
231,724353,D4,Banking,21.933,भांडवली नफा कर हा मालमत्ता गुंतवणूकीच्या विक्री द्वारे प्राप्त झालेल्या पैशावर आकारला जाणारा कर आहे,भांडवली नफा कर हा मालमत्ता गुंतवणुकीच्या विक्रीद्वारे प्राप्त झालेल्या पैशावर आकारला जाणारा कर आहे
234,724509,D4,Banking,21.923,ॲस्टेलिनो आणि फ्रान्सिस यांनी मूलभूत जोखीम आणि परिपक्वता यांच्यातील संबंधांचा व्यावहारिक अभ्यास केला,ॲस्टेलिनो आणि फ्रान्सिस यांनी मूलभूत जोखीम आणि परिपक्वता यांच्यातील संबंधांचा व्यावहारिक अभ्यास केला.
237,724420,D4,Banking,21.923,वैयक्तिक खाते कोणत्याही छोट्या कंपनीद्वारे किंवा कंपनीद्वारे त्याच्या पैशाच्या व्यवहारांसाठी उघडले जाऊ शकते,वैयक्तिक खाते कोणत्याही छोट्या कंपनीद्वारे किंवा कंपनीद्वारे त्याच्या पैशाच्या व्यवहारांसाठी उघडले जाऊ शकते
