id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
112,707124,D1,Banking,23.367,कृषी अर्थ शास्त्राची सुरुवात अर्थ शास्त्राची एक शाखा म्हणून झाला ज्या जमिनीच्यो वापराशी संबंधित होता,कृषी अर्थ शास्त्राची सुरुवात अर्थ शास्त्राची एक शाखा म्हणून झाली जी जमिनीच्या वापराशी संबंधित होती
115,707727,D1,Banking,23.346,"पाळीव प्राण्यांच्या विम्यामध्ये , विमा कंपनी विमाधारक पाळीव प्राण्यांच्या उपचारासाठी सर्व खर्च देता",पाळीव प्राण्यांच्या विम्यामध्ये विमा कंपनी विमाधारकाला पाळीव प्राण्यांच्या उपचारासाठी सर्व खर्च देते.
118,706618,D1,Banking,23.0,विद्यार्थ्यांका माध्यमिकोत्तर शिक्षणाकरता पैसो भरण्यास मदत करण्यासाठी विद्यार्थी कर्जा असा,विद्यार्थ्यांना माध्यमिकोत्तर शिक्षणासाठी पैसे भरण्यास मदत करण्यासाठी कर्जाची आवश्यकता आहे.
124,710918,D1,Banking,23.0,मार्जिन खात्यासाठी संपार्श्विक खाता किंवा प्रदान केलेल्या सिक्युरिटीज मध्ये रोख जमा केला जाऊ शकता,मार्जिन खात्यासाठी संपार्श्विक खाते किंवा प्रदान केलेल्या सिक्युरिटीजमध्ये रोख जमा केला जाऊ शकतो.
127,707932,D1,Agriculture,23.0,"मैद्याचो ग्लायसेमिक इंडेक्स गव्हाच्या पिठापेक्षा जास्त असता , असा सुमित सांगा होतो","मैद्याचा ग्लायसेमिक इंडेक्स गव्हाच्या पिठापेक्षा जास्त असतो, असे सुमित सांगतो."
130,707531,D1,Agriculture,23.0,"जास्त उन्हाळ्यात आणि पावसाळ्यात मेंढ्यांची पैदास करुची नसता , असा आजी कायम म्हणा","जास्त उन्हाळ्यात आणि पावसाळ्यात मेंढ्यांची पैदास होऊ शकत नाही, असा आजी कायम म्हणत असे."
133,707897,D1,Agriculture,23.0,"माझ्या मित्राने म्हायती दिल्यानं हा की , गदा मसालो ह्यो भारतातल्या मसाल्यांमध्ये सर्वात महाग आसा",माझ्या मित्राने माहिती दिल्याने हे गदा मसाले भारतातील मसाल्यांमध्ये सर्वात महाग आहेत.
136,710641,D1,Agriculture,23.0,कोकोच्या लगद्यापासून बिये वेगळे करून वाळवले जातत आणि नंतर त्यापासून कोको पावडर तयार केली जाता,कोकोच्या लगद्यापासून वेगळे करून वाळवले जाते आणि नंतर त्यापासून कोको पावडर तयार केली जाते
142,724855,D1,Banking,23.0,कस्तुरबा गांधी बालिका विद्यालय ह्या भारत सरकारद्वारा चालवलो जाणारी निवासी मुलींकरता माध्यमिक शाळा असा,कस्तुरबा गांधी बालिका विद्यालय हे भारत सरकारद्वारे चालवले जाणारे निवासी मुलींचे माध्यमिक विद्यालय आहे.
145,724977,D1,Banking,23.0,येगयेगळ्या एजेंसी आणि संस्था एक दुसर्याशी कशे जोडलेले हत तेचा अभ्यास आर्थिक प्रणालींच्या अभ्यासात येता,येगयेगळ्या एजन्सी आणि संस्था एकमेकांशी कसे जोडलेले आहेत याचा अभ्यास आर्थिक प्रणालींच्या अभ्यासात येतो.
148,724838,D1,Banking,23.0,"स्टॉक मार्केट ह्या खरेदीदार , विक्रेता यांचो एकत्रीकरण असा जा व्यवसायावरल्या मालकी हक्कांचा प्रतिनिधित्व करता","स्टॉक मार्केट हे खरेदीदार आणि विक्रेत्यांचे एकत्रीकरण आहे, जे व्यवसायावरील मालकी हक्कांचे प्रतिनिधित्व करते."
151,708037,D1,Banking,23.0,व्ही सी निर्णयांवर परिणाम करणारे घटक म्हणजे व्यवसायाची परिस्थिती आणि कामाक प्राधान्य देणा ही आसात,व्ही सी निर्णयांवर परिणाम करणारे घटक म्हणजे व्यवसायाची परिस्थिती आणि कामाला प्राधान्य देणे हेच आहे.
154,724917,D1,Banking,22.933,अति गुंतवणूक म्हणजे एखाद्यो मालमत्तेत खुल्यो बाजारात जितकी किंमत आसा त्याहुन जास्त गुंतवणूक करुची पद्धत,अति गुंतवणूक म्हणजे एखाद्या मालमत्तेत खुल्या बाजारात जी किंमत आहे त्याहून जास्त गुंतवणूक करण्याची पद्धत
157,707288,D1,Banking,22.929,अटल पेन्शन योजनेंतर्गत येणाऱ्या ग्राहकाची मासिक पेन्शन आधी त्येका मागे त्येच्या बायकोक दिली जाता,अटल पेन्शन योजनेअंतर्गत येणाऱ्या ग्राहकाची मासिक पेन्शन आधी त्यांच्या मागे त्यांच्या बायकोला दिली जाते.
160,710032,D1,Banking,22.929,मार्केट टू मार्केट अशी सुविधा असा जेच्यात दिवसाच्या शेवटी फायद्या तोट्याची माहिती दिली जाता,मार्केट टू मार्केट अशी सुविधा आहे ज्यात दिवसाच्या शेवटी फायद्या तोट्याची माहिती दिली जाते.
166,724903,D1,Banking,22.929,उत्तरदायित्व विमो ह्यो तृतीय पक्षाच्यो विमो दाव्यांविरूद्ध विशिष्ट संरक्षण प्रदान करण्यासाठी डिझाइन केलेला असा,उत्तरदायित्व विमो तृतीय पक्षांविरुद्ध दाव्यांविरूद्ध विशिष्ट संरक्षण प्रदान करण्यासाठी डिझाइन केलेला आहे.
169,724915,D1,Banking,22.923,"सामाजिक उद्योजकता सर्वोसाधारणपणे व्यापक सामाजिक , सांस्कृतिक आणि पर्यावरणीय उद्दिष्टा जोडूचा प्रयत्न करतत","सामाजिक उद्योजकता सर्वोसाधारणपणे व्यापक सामाजिक, सांस्कृतिक आणि पर्यावरणीय उद्दिष्टांचा समावेश करण्याचा प्रयत्न करत आहे"
178,724891,D1,Banking,22.875,ह्यो निधी सरकारी मालकीचो गुंतवणूक निधी असा जो स्टॉक सारखो वास्तविक आणि आर्थिक मालमत्तांत गुंतवणूक करता,हा निधी सरकारी मालकीचा गुंतवणूक निधी आहे जो स्टॉक वास्तविक आणि आर्थिक मालमत्तांत गुंतवणूक करतो
187,707985,D1,Agriculture,22.5,रासायनिक कीटकनाशकांच्या वापराचे हानिकारक परिणाम कमी करूसाठी जैविक नियंत्रणांचो वापर करूंक हवो,रासायनिक कीटकनाशकांच्या वापराचे हानिकारक परिणाम कमी करण्यासाठी जैविक नियंत्रणाचा वापर करावा
193,706423,D1,Banking,22.5,कृषी अर्थशास्त्र ह्या आर्थिक सिद्धांताचा वापराशी संबंधित अर्थशास्त्राचो येक लागू क्षेत्र असा,कृषी अर्थशास्त्र हे आर्थिक सिद्धांताच्या वापराशी संबंधित अर्थशास्त्राचे एक लागू क्षेत्र आहे
196,708369,D1,Agriculture,22.5,"पावस आणि वादळामुळे माती एका जागेवरसून दुसऱ्या जागी व्हावता , तेका मातयेची धूप म्हणतत","पावस आणि वादळामुळे माती एका जागेवरून दुसऱ्या जागी जाते, ते त्यांच्या गरजेची धूप म्हणत आहेत."
199,708086,D1,Agriculture,22.5,गोंड्याच्या फुलांचो वापर बागेच्या सजावटीसाठी आणि देवाच्या कार्यासाठी मोठ्या प्रमाणावर केलो जाता,गोंड्याच्या फुलांचा वापर बागेच्या सजावटीसाठी आणि देवाच्या कार्यासाठी मोठ्या प्रमाणावर केला जातो.
202,724966,D1,Agriculture,22.5,परागीभवन म्हणजे अशी प्रक्रिया जेच्यात परागकण रोपाच्या एका भागापासून दुसऱ्या भागाकडे पराग कणांचा हस्तांतरण करतत,परागीभवन म्हणजे अशी प्रक्रिया ज्यामध्ये परागकणांचे हस्तांतरण रोपाच्या एका भागापासून दुसऱ्या भागाकडे केले जाते.
208,724869,D1,Agriculture,22.5,"प्राणीमुक्त शेतीमध्ये यंत्रांवर अवलंबून रव्हणा , ह्या म्हणजे नैसर्गिक साधनसंपत्तीचा शोषण करण्यासारखाच आसा","प्राणीमुक्त शेतीमध्ये यंत्रांवर अवलंबून राहणे, हे नैसर्गिक साधनसंपत्तीचे शोषण करण्यासारखेच आहे."
211,724890,D1,Banking,22.5,ह्या निधीचो उद्देश कर्मचाऱ्यांका त्यांच्या नोकरीच्या ठिकाणासून बाहेर पडतेवेळी एकरकमी पेमेंट प्रदान करणा असा,या निधीचा उद्देश कर्मचाऱ्यांना त्यांच्या नोकरीच्या ठिकाणावरून बाहेर पडताना एकरकमी पेमेंट प्रदान करण्याचा आहे.
217,725005,D1,Banking,22.433,राष्ट्रीय ग्रामीण आजीविका मिशन ग्रामीण विकास मंत्रालयान गरीबी नष्ट करू साठी निर्माण केलेली परियोजना हा,राष्ट्रीय ग्रामीण आजीविका मिशन ग्रामीण विकास मंत्रालयाने गरीबी नष्ट करण्यासाठी निर्माण केलेली ही परियोजना आहे.
223,707274,D1,Banking,22.423,एकत्रित वित्त विकास निधी योजनेचा व्यापक उद्दिष्ट म्हणजे म्युनिसिपल बाँड मार्केटचो विकास करुचो,एकत्रित वित्त विकास निधी योजनेचे व्यापक उद्दिष्ट म्युनिसिपल बाँड बाजारपेठ विकसित करणे आहे
229,724918,D1,Banking,22.382,बाजारातलो प्रभाव म्हणजे बाजारातलो सहभागी ज्या वेळी मालमत्ता विकत घेता किंवा विकता त्या वेळी त्याचा परिणाम होता,बाजाराचा प्रभाव म्हणजे बाजारात सहभागी ज्या वेळी मालमत्ता विकत घेता किंवा विकता त्या वेळेचा परिणाम होता
241,710990,D1,Banking,22.0,लक्षात ठेवा प्रधानमंत्री जीवन ज्योति बीमा योजनेत पन्नास वर्षांच्या वरच्या व्यक्तिंचो वीमो नाय काढणत,लक्षात ठेवा प्रधानमंत्री जीवन ज्योति बीमा योजनेत पन्नास वर्षांच्या वरच्या व्यक्तीचे जीवन विमा काढत नाही.
244,706449,D1,Banking,22.0,डेब्ट सिक्युरिटीज येका निश्चित मुदतीसाठी जारी केली जाता आणि जारीकर्त्याद्वारा रिडीम करता येता,डेब्ट सिक्युरिटीज निश्चित मुदतीसाठी जारी केली जातात आणि जारीकर्त्याद्वारे रिडीम करता येतात
247,706852,D1,Banking,22.0,सावकाराचा मालकीच्यो वास्तविक मालमत्तेत सुरक्षितता व्याज निर्माण करुक तारण वापरला जाता,सावकाराची मालकी वास्तविक मालमत्तेत सुरक्षितता निर्माण करून तारण वापरले जाते
253,708924,D1,Banking,22.0,दिल्लीत रव्हणार्या लोकांका पाण्याच्या कनेक्शनसाठी मासिक आधारावर पेमेंट करुचा लागता,दिल्लीत येणाऱ्या लोकांच्या पाण्याच्या कनेक्शनसाठी मासिक आधारावर पेमेंट करावे लागते.
256,708213,D1,Banking,22.0,एस.बी.आय च्या ऑनलाईन सोयीचो वापर करुच्यासाठी खयच्याय स्वरूपात जास्तीचे पैशे भरूचे लागणत नाय,एस.बी.आय च्या ऑनलाईन सोयीसाठी वापरण्यासाठी जास्त पैसे भरण्याची गरज नाही.
259,710175,D1,Banking,22.0,एखादी व्यक्ती किंवा कंपनीच्या मागणीवर व्यवहार खाता उघडला जाउ शकता ज्याच्यात मागितल्यावर पैशे मिळतत,एखादी व्यक्ती किंवा कंपनीच्या मागणीवर व्यवहार खाते उघडता येते ज्यामध्ये मागितल्यावर पैसे मिळतात.
265,708351,D1,Agriculture,22.0,"पकडण्याचा तंत्र लय जुना आसा , माशे पकडूच्यासाठी माणसा आपल्यासाठी जाळा तयार करतत","पकडण्याचा तंत्र खूप जुना आहे, मासे पकडण्यासाठी लोक आपल्यासाठी जाळे तयार करत आहेत"
268,708169,D1,Agriculture,22.0,अष्टरची झाडा खूप टोकाच्या हवामानात फुलुची थांबतत आणि उन्हाळ्याच्या शेवटी फुला दितत,अष्टरच्या झाडांची खूप कडक हवामानात फुलणे थांबत होते आणि उन्हाळ्याच्या शेवटी फुले देत होती
271,706488,D1,Banking,22.0,बहुतेक विकसित राष्ट्रांतले मध्यवर्ती बँका राजकीय हस्तक्षेपापासून संस्थात्मकदृष्ट्या स्वतंत्र असतत,बहुतेक विकसित राष्ट्रांमधील मध्यवर्ती बँका राजकीय हस्तक्षेपापासून संस्थात्मकदृष्ट्या स्वतंत्र असतत
277,710064,D1,Agriculture,22.0,रोपांपासून कोणते रोग माणसाका होतं आणि रोपांमध्ये रोगाची अनुवंशिकता ओळखोन रोगाचा इलाज करतत,रोपांपासून कोणते रोग माणसांना होतात आणि रोगाची अनुवंशिकता ओळखून रोगाचा इलाज केले जाते
283,724859,D1,Banking,21.933,प्रधानमंत्री जीवन ज्योती विमा योजना आयुर्विमा महामंडळ आणि इतर सर्व आयुर्विमा कंपन्यांद्वारा ऑफर केली जाता,प्रधानमंत्री जीवन ज्योती विमा योजना आयुर्विमा महामंडळ आणि इतर सर्व आयुर्विमा कंपन्यांद्वारे ऑफर केली गेली
286,724982,D1,Banking,21.933,भांडवली आर्थिक प्रणाली ती व्यवस्था हा जेच्यात खासगी व्यक्ती किंवा व्यवसाय भांडवली वस्तुंचे मालिक असतत,भांडवली आर्थिक प्रणाली ती व्यवस्था आहे ज्यात खासगी व्यक्ती किंवा व्यवसाय भांडवली वस्तूंचे मालक असतात.
289,724959,D1,Agriculture,21.933,एल.पी.जी विभाग पालोपाचोळो आणि कचऱ्यापासून निर्माण केलेल्या न संपणाऱ्या एल.पी.जी चा उत्पादन करूची इच्छा करता,एल.पी.जी विभाग पालोपाचोळो आणि कचऱ्यापासून निर्माण केलेल्या न संपणाऱ्या एल.पी.जीचे उत्पादन करण्याची इच्छा आहे.
292,710341,D1,Banking,21.929,बँकेंका आता कंपनी किंवा फर्माक मुदत कर्ज देण्यापेक्षा व्यक्तिगत कर्ज देणा जास्त योग्य वाटता,बँका किंवा कंपनी किंवा फर्म मुदत कर्ज देण्यापेक्षा व्यक्तिगत कर्ज देणे जास्त योग्य वाटते
295,709542,D1,Banking,21.923,बीजगणित एक समान चिन्हाच्या उजव्या आणि डाव्या बाजुच्या फार्म्युल्यांका संतुलित आणि पुनर्स्थापित करता,बीजगणित एक समान चिन्हाच्या उजव्या आणि डाव्या बाजूच्या फार्म्युल्यांका संतुलित आणि पुनर्स्थापित करता
298,708559,D1,Agriculture,21.909,सीडिंग स्थानांतरित करूच्यासाठी नायतर कॉपी करूच्यासाठी एक जास्त औपचारिक शब्द आसा,सीडिंग हस्तांतरित करण्यासाठी आणि कॉपी करण्यासाठी एक अधिक औपचारिक शब्द आहे का?
304,710707,D1,Banking,21.846,ज्यांका एखादी गोष्ट आवडना नाय किंवा आवडत नाय त्यांच्यासाठी बाँड्स अस्तित्वात नाय असत,ज्या गोष्टी आवडत नाहीत किंवा आवडत नाहीत त्यांच्यासाठी बाँड्स अस्तित्वात नसतात.
307,706924,D1,Banking,21.833,सोशल मीडिया मार्केटिंग याका डिजिटल मार्केटिंग आणि ई मार्केटिंग असो सुद्धा म्हणतत,सोशल मीडिया मार्केटिंग डिजिटल मार्केटिंग आणि ई मार्केटिंग असे सुद्धा म्हणत आहे
310,706873,D1,Banking,21.5,"मायक्रो क्रेडिट ह्या मायक्रोफायनान्सचो एक भाग असा , ज्या वित्तीय सेवांचो विस्तृत श्रेणी प्रदान करता","मायक्रो क्रेडिट हे मायक्रोफायनान्सचा एक भाग आहे, जी वित्तीय सेवांची विस्तृत श्रेणी प्रदान करते."
313,709796,D1,Agriculture,21.5,आमच्या आजूबाजूच्या गावांतल्यानी गरजेपेक्षा जास्तं शेती केल्यामुळा जमिनीची झीज झाली हा,आमच्या आजूबाजूच्या गावांतल्यानी गरजेपेक्षा जास्त शेती केल्यामुळे जमिनीची झीज झाली
316,709647,D1,Agriculture,21.5,वनस्पतीं च्या शेंगा कुटुंबात डाळींचो समावेश होता जे शेंगांच्या वाळलेल्या बिया असतत,वनस्पतींच्या शेंगांच्या कुटुंबात डाळींचा समावेश होता जे शेंगांच्या वाळलेल्या बिया असतात
319,708293,D1,Agriculture,21.5,जनावरांची तब्येत बरी रवाच्यासाठी आणि तेनी दूध वाडवच्यासाठी तेंका पौष्टिक खाणा घालुक होया,जनावरांची तब्येत बरी ठेवण्यासाठी आणि त्यांना दूध वाडव्यासाठी पौष्टिक खाणे द्यावे.
322,710328,D1,Agriculture,21.5,"प्रोसो बाजरीचो उपयोग माणसांच्या जेवणात , जनावरांच्या चार्यात आणि इथेनॉल उत्पादनासाठी करतत","प्रोसो बाजरीचा उपयोग माणसांच्या जेवणात, जनावरांच्या चार्यात आणि इथेनॉल उत्पादनासाठी केला जातो."
325,706533,D1,Banking,21.5,संपत्ती आणि सामाजिक बदल निर्माण करुसाठी स्त्रीवादी उद्योजकांका व्यावसायिक बाजारपेठेत प्रवेश करुक हवा,संपत्ती आणि सामाजिक बदल निर्माण करण्यासाठी स्त्रीवादी उद्योजकांनी व्यावसायिक बाजारपेठेत प्रवेश करायला हवा.
328,707930,D1,Agriculture,21.5,मेंढ्यांच्या प्रजननासाठी मेंढी बरोबर मेंढ्यांची पैदास केली जाता,मेंढ्यांच्या प्रजननासाठी मेंढी बरोबर मेंढ्यांची पैदास केली जाते
331,710920,D1,Agriculture,21.5,मालमत्तेचा किंवा सेवेचा बाजारमूल्य पुरवठो आणि मागणीच्या शक्तींद्वारा निर्धारीत केला जाता,मालमत्तेचा किंवा सेवेचा बाजारमूल्य पुरवठ्या आणि मागणीच्या शक्तींद्वारे निर्धारित केला जातो.
334,707556,D1,Agriculture,21.5,"झुंडीच्या प्रक्रियेत , येका च वसाहतीचे दोनापेक्षा जास्त येगळ्या वसाहतींमध्ये भाग करतत",झुंडीच्या प्रक्रियेत येथे दोनपेक्षा जास्त वसाहतींमध्ये भाग केले जात आहे.
337,724829,D1,Banking,21.5,पैशाची निर्मिती ही प्रक्रिया असा ज्याद्वारा एखाद्या देशाचो किंवा आर्थिक प्रदेशाचो पैसो पुरवठा वाढवलो जाता,पैशाची निर्मिती ही प्रक्रिया आहे ज्याद्वारे एखाद्या देशाचा किंवा आर्थिक प्रदेशाचा पैसा पुरवठा वाढवला जातो.
340,724999,D1,Banking,21.5,उत्पन्न कमी असणाऱ्या लोकांका व्यापार करूचो असल्यास ते शून्य टक्के व्याजदर असलेल्या कर्जाचो विचार करू शकतत,उत्पन्न कमी असणाऱ्या लोकांना व्यापार करायचे असल्यास ते शून्य टक्के व्याजदराची कर्जे विचार करू शकतात
