dialect_text,standard_text,dialect
"म्हाजी शेतात गवताची कापणी करावी हाय, जून महिन्यात किती रुपये प्रति क्विंटल मिळत हाय?","माझ्या शेतात गवताची कापणी करावी आहे, जून महिन्यात किती रुपये प्रति क्विंटल मिळत आहे?",D4
"तुमाले शेतात ज्वाराची पिक कशी घ्यावी हाय, जुलै महिन्यात काय तापमानाची अपेक्षा हाय?","तुम्हाला शेतात ज्वाराची पिक कशी घ्यावी आहे, जुलै महिन्यात काय तापमानाची अपेक्षा आहे?",D4
"शेतात पिकाची कीड नियंत्रणासाठी काय औषध फवारले हाय, काय प्रमाणात फवारावे पायजे?","शेतात पिकाची कीड नियंत्रणासाठी काय औषध फवारले आहे, काय प्रमाणात फवारावे पाहिजे?",D4
"म्हाले शेतात सोयाबीनची पिक करावी हाय, एप्रिल महिन्यात किती पेशी घ्यावी हाय?","मला शेतात सोयाबीनची पिक करावी आहे, एप्रिल महिन्यात किती पेशी घ्यावी आहे?",D4
"म्हाजी शेतात कापूसची पिक घेण्यासाठी काय विशेष आहे हाय, किती दिवसांनी हिरवणी घेतले पायजे?","माझ्या शेतात कापूसची पिक घेण्यासाठी काय विशेष आहे, किती दिवसांनी हिरवणी घेतली पाहिजे?",D4
"तुमाले शेतात उंबरठ्यावर काय काम करावे हाय, जून महिन्यात काय तापमानाची अपेक्षा हाय?","तुम्हाला शेतात उंबरठ्यावर काय काम करावे आहे, जून महिन्यात काय तापमानाची अपेक्षा आहे?",D4
"शेतात पिकाची बियाणे पेरणी कशी करावी हाय, एप्रिल महिन्यात किती पेशी घ्यावी हाय?","शेतात पिकाची बियाणे पेरणी कशी करावी आहे, एप्रिल महिन्यात किती पेशी घ्यावी आहे?",D4
"म्हाजी शेतात दुधाची पिक घेण्यासाठी काय विशेष आहे हाय, जून महिन्यात किती रुपये प्रति क्विंटल मिळत हाय?","माझ्या शेतात दुधाची पिक घेण्यासाठी काय विशेष आहे, जून महिन्यात किती रुपये प्रति क्विंटल मिळत आहे?",D4
"तुमाले शेतात ज्वाराची पिक घेण्यासाठी काय विशेष आहे हाय, जानेवारी महिन्यात काय तापमानाची अपेक्षा हाय?","तुम्हाला शेतात ज्वाराची पिक घेण्यासाठी काय विशेष आहे, जानेवारी महिन्यात काय तापमानाची अपेक्षा आहे?",D4
"म्हाजी शेतात पिकाची हिरवणी कशी घ्यावी हाय, जून महिन्यात काय तापमानाची अपेक्षा हाय?","माझ्या शेतात पिकाची हिरवणी कशी घ्यावी आहे, जून महिन्यात काय तापमानाची अपेक्षा आहे?",D4
"म्हाले कोणी शेतात जाळीचे कार्यक्रम सुरू केले हाय, त्याची वेळा काय आहे पायजे?","तुम्हाला कोणी शेतात जाळीचे कार्यक्रम सुरू केले आहे, त्याची वेळा काय आहे पाहिजे?",D4
"म्हाजी शेतात कापूसची पिक कसा केली हाय, काय बाजारातील भाव आहे हाय?","माझ्या शेतात कापूसची पिक कशी केली आहे, बाजारातील भाव काय आहे?",D4
"तुमाले शेतात रासायनिक खत कसा वापरावा हाय, काय प्रकारे पुरवठा होतो हाय?","तुम्हाला शेतात रासायनिक खत कसा वापरणे आहे, काय प्रकारे पुरवठा होतो?",D4
"म्हाले शेतात निसर्गसंवर्धनाचे कार्यक्रम कसे सुरू केले हाय, त्याच्या फायद्या काय आहे हाय?","तुम्हाला शेतात निसर्गसंवर्धनाचे कार्यक्रम कसे सुरू केले आहे, त्याच्या फायद्या काय आहेत?",D4
"हाय माथून सावल्या पाण्याचे वाटप कसे केले हाय, काय प्रकारे शेतात वापरावा हाय?","हे मधून सावल्या पाण्याचे वाटप कसे केले आहे, शेतात काय प्रकारे वापरणे आहे?",D4
"करवतत शेतात निर्यातीसाठी उत्पादनाची तयारी कसी केली हाय, काय प्रक्रिया होती हाय?","शेतात निर्यातीसाठी उत्पादनाची तयारी कशी केली आहे, काय प्रक्रिया होती?",D4
"पायजे शेतात जैविक कृषी पद्धतीने उत्पादन कसे तयार केले हाय, काय प्रकारे फायदे आहे हाय?","पाहिजे शेतात जैविक कृषी पद्धतीने उत्पादन कसे तयार केले आहे, काय फायदे आहेत?",D4
"कायले शेतात पीक संरक्षणासाठी काय प्रकारे उपाय केले हाय, काय प्रकारे प्रतिबंध आहे हाय?","कशामुळे शेतात पीक संरक्षणासाठी काय उपाय केले आहेत, काय प्रतिबंध आहेत?",D4
"म्हाले शेतात सिंचाईसाठी जतन कसे केले हाय, काय प्रकारे पाणी वापरले हाय?","तुम्हाले शेतात सिंचाईसाठी जतन कसे केले आहे, काय प्रकारे पाणी वापरले आहे?",D4
"पोरगा शेतात पिक वाढवण्यासाठी काय प्रकारे शेतकऱ्यांना मदत केली हाय, काय प्रकारे फायदे होते हाय?","मुलगा शेतात पिक वाढवण्यासाठी काय प्रकारे शेतकऱ्यांना मदत केली आहे, काय फायदे होते?",D4
म्हाजी शेतात गोळा करण्यासाठी कसे काय साधने वापरले म्हाले?,माझ्या शेतात गोळा करण्यासाठी कसे काय साधने वापरली?,D4
तुम्ही शेतात पिकांची सुरुवात कशी कराले? पायजे,तुम्ही शेतात पिकांची सुरुवात कशी कराल? पाहिजे,D4
"शेतात गायांची पाळणी कशी करावी हाय, पायजे",शेतात गायांची पाळणी कशी करावी आहे? पाहिजे,D4
म्हाजी कारखान्यात पिकांचे साठवण कशी करतात हाय?,माझ्या कारखान्यात पिकांचे साठवण कशी करतात आहे?,D4
"शेतात बारडी कशी वाढवतात हाय, पोरगा",शेतात बारडी कशी वाढवतात आहे? मुलगा,D4
"तुम्ही शेतात कसे काय कीटनाशक वापरतात हाय, माथून?",तुम्ही शेतात कसे काय कीटनाशक वापरतात आहे? मधून,D4
"म्हाजी शेतात कोणते पीक फायदेशीर आहे हाय, कायले?",माझ्या शेतात कोणते पीक फायदेशीर आहे? कशामुळे,D4
"तुम्ही शेतात कसे काय कोळंबीचे रोग निर्माण होतात हाय, पायजे?",तुम्ही शेतात कसे काय कोळंबीचे रोग निर्माण होतात आहे? पाहिजे,D4
म्हाजी शेतात कसे काय जैविक पिकांची वाढी होते हाय?,माझ्या शेतात कसे काय जैविक पिकांची वाढी होते आहे?,D4
"शेतात पाण्याची व्यवस्था कशी करतात हाय, पोरगा?",शेतात पाण्याची व्यवस्था कशी करतात आहे? मुलगा,D4
"म्हाजी धान्य पेरणी होणारी आहे, काय पावसाची खाली पाऊस होतो हाय?","माझ्या धान्य पेरणी होणार आहे, काय पावसाची खाली पाऊस होतो आहे?",D4
शेतात गायी पाळण्यात काय वाईट लागले तुमाले?,शेतात गायी पाळण्यात काय वाईट म्हणून आले तुम्हाला?,D4
"म्हाले सोयाबीनची पिका लावली आहे, काय हाताने काढले पायजे?","मला सोयाबीनची पिका लावली आहे, काय हाताने काढले पाहिजे?",D4
हाय शेतात क्षीरपात पेरणी करावी काय पायजे?,आहे शेतात क्षीरपात पेरणी करावी काय पाहिजे?,D4
"म्हाजी शेतात कोळंबी पाळणारा आहे, म्हाले काय शेती करतात हाय?","माझ्या शेतात कोळंबी पाळणारा आहे, मला काय शेती करतात आहे?",D4
"तुमाले शेतात क्षीरपात काढणी करू नका हाय, काय होणार कायले?","तुम्हाला शेतात क्षीरपात काढणी करू नका आहे, काय होणार कशामुळे?",D4
"म्हाजी शेतात बांबूशाही पाळणारा आहे, काय पाला फोडले हाय?","माझ्या शेतात बांबूशाही पाळणारा आहे, काय पाला फोडले आहे?",D4
"हाय शेतात बाजरीची पिका लावली आहे, काय काढले तुमाले?","आहे शेतात बाजरीची पिका लावली आहे, काय काढले तुम्हाला?",D4
म्हाले शेतात कोळंबी पाळण्यात काय वाईट लागले हाय?,मला शेतात कोळंबी पाळण्यात काय वाईट म्हणून आले आहे?,D4
"तुमाले शेतात क्षीरपात पेरणी करू नका हाय, काय होणार कायले?","तुम्हाला शेतात क्षीरपात पेरणी करू नका आहे, काय होणार कशामुळे?",D4
"म्हाजी शेतात फवारे घेतले हाय, किती पाणी प्रतिदिनी पायजे?","माझ्या शेतात फवारे घेतले आहे, किती पाणी प्रतिदिनी पाहिजे?",D4
"शेतात तुम्हाले खताचे पुरवठा केले काय, हाय?",शेतात तुम्हाला खताचे पुरवठा केले काय आहे?,D4
"म्हाजी बागेत काय पीक घेतले हाय, पोरगा?",माझ्या बागेत काय पीक घेतले आहे?,D4
शेतात काय कीड नियंत्रणाचे उपाय पायजे?,शेतात काय कीड नियंत्रणाचे उपाय पाहिजे?,D4
"म्हाले शेतात फसलीची नमुनेदारी करवतत हाय, काय कारण कायले?","माळा शेतात फसलीची नमुनेदारी करून घेतात, काय कारण आहे?",D4
"शेतात सिंचनाचे प्रक्रम पायजे हाय, पोरगा.",शेतात सिंचनाचे प्रक्रम पाहिजे आहे.,D4
म्हाजी शेतात काय प्रकारच्या मळाचे नियंत्रण करवतत हाय?,माझ्या शेतात काय प्रकारच्या मळाचे नियंत्रण करून घेतात?,D4
"शेतात उष्णकटिबंधीय शेती करवतत हाय, काय फायदे कायले?","शेतात उष्णकटिबंधीय शेती करून घेतात, काय फायदे आहेत?",D4
"बागेत पानाचे पाने म्हाजी पायजे हाय, पोरगा.",बागेत पानाचे पाने माझ्या पाहिजे आहे.,D4
"म्हाजी शेतात मेढे पाडण्याची कामे होत हाय, पाल्याची बेले किती जमीन वरती हाय?","माझ्या शेतात मेढे पाडण्याची कामे होत आहेत, पाल्याची बेले किती जमीन वरती आहेत?",D4
"म्हाले शेतात गाजरची पेरणी झाली हाय, किती गाजराची पीक आहे हाय?","माळे शेतात गाजरची पेरणी झाली आहे, किती गाजराची पीक आहे?",D4
"म्हाजी सोयाबीनची पेरणी करवतत, किती दिवसांनी कापणी हाय?","माझी सोयाबीनची पेरणी करून घेतात, किती दिवसांनी कापणी होते?",D4
"पोरगा शेतात घोडी रांगवली हाय, किती घोड्यांचे काम होत हाय?","मुलगा शेतात घोडी रांगवली आहे, किती घोड्यांचे काम होत आहे?",D4
"म्हाजी पिकाची उरकी झाली हाय, किती उरक्याची मालमत्ता आहे हाय?","माझ्या पिकाची उरकी झाली आहे, किती उरक्याची मालमत्ता आहे?",D4
"म्हाले शेतात सोयाबीनची बिया पेरत हाय, किती बिया पेरल्या हाय?","माळे शेतात सोयाबीनची बिया पेरत आहे, किती बिया पेरल्या आहेत?",D4
"म्हाजी शेतात घोड्यांची पायजे किती हाय, किती घोडे आहेत हाय?","माझ्या शेतात घोड्यांची पाहिजे किती आहे, किती घोडे आहेत?",D4
"तुमाले शेतात तुरीची पेरणी केली हाय, किती तुरी पीक आहे हाय?","तुम्हाले शेतात तुरीची पेरणी केली आहे, किती तुरी पीक आहे?",D4
"म्हाजी शेतात मेढ्यांची कामे होत हाय, किती मेढे आहेत हाय?","माझ्या शेतात मेढ्यांची कामे होत आहेत, किती मेढे आहेत?",D4
"म्हाले शेतात पिकाची कापणी झाली हाय, किती पीक कापले हाय?","माळे शेतात पिकाची कापणी झाली आहे, किती पीक कापले आहे?",D4
"म्हाजी शेतात गोळा झाडांची जाळणी केली हाय, नंतर काय वळणे घेतले पायजे?","माझ्या शेतात गोळा झाडांची जाळणी केली आहे, नंतर काय वळणे घेतले पाहिजे?",D4
"शेतात तुरीच्या पिकावर कीड लागली हाय, काय औषध फवारले पायजे?","शेतात तुरीच्या पिकावर कीड लागली आहे, काय औषध फवारले पाहिजे?",D4
"म्हाले पिकांची मिरगी झाली हाय, पुढे काय करणे पोरगा?","मला पिकांची मिरगी झाली आहे, पुढे काय करणे मुलगा?",D4
"म्हाजी शेतात दुधाची फळी येत नाही हाय, काय प्रक्रिया सुरू केली पायजे?","माझ्या शेतात दुधाची फळी येत नाही आहे, काय प्रक्रिया सुरू केली पाहिजे?",D4
"शेतात मासळीची लागवड झाली हाय, काय देखभाल करावी पायजे?","शेतात मासळीची लागवड झाली आहे, काय देखभाल करावी पाहिजे?",D4
"म्हाले शेतात पाण्याची कमतरता आहे हाय, काय पावसाचे प्रकार फुटले पायजे?","मला शेतात पाण्याची कमतरता आहे आहे, काय पावसाचे प्रकार फुटले पाहिजे?",D4
"म्हाजी शेतात तांदळाची पिक झाली हाय, काय उत्पादन मिळेल हाय?","माझ्या शेतात तांदळाची पिक झाली आहे, काय उत्पादन मिळेल आहे?",D4
"शेतात पिंपळ्याची फळी येत नाही हाय, काय कारणे आहेत पायजे?","शेतात पिंपळ्याची फळी येत नाही आहे, काय कारणे आहेत पाहिजे?",D4
"म्हाले शेतात मावसात कीड पसरले हाय, काय कारक प्रक्रिया सुरू करावी पोरगा?","मला शेतात मावसात कीड पसरले आहे, काय कारक प्रक्रिया सुरू करावी मुलगा?",D4
"म्हाजी शेतात बाजरीची पिक झाली हाय, काय विविध प्रकारे वापरतात हाय?","माझ्या शेतात बाजरीची पिक झाली आहे, काय विविध प्रकारे वापरतात आहे?",D4
"म्हाजी शेतात तुरीची पिका म्हाले फसवली हाय, तुमाले सांगा काय काम होत हाय?","माझ्या शेतात तुरीची पिका मला फसवली आहे, तुम्हाला सांगा काय काम होत आहे?",D4
"बाजारात म्हाजी शेंगदाणे लोकांना काय भाव भेटत हाय, म्हाले पोरगा खायचे आहेत हाय?","बाजारात माझ्या शेंगदाणे लोकांना काय भाव मिळत आहे, मला मुलगा खायचे आहेत?",D4
"म्हाजी शेतात म्हाले पानाची बाली झाली हाय, कायले ही काय काम होत हाय?","माझ्या शेतात मला पानाची बाली झाली आहे, कशामुळे ही काम होत आहे?",D4
"शेतात म्हाजी धान्याची कापणी करवतत हाय, तुमाले सांगा काय पैसे मिळत हाय?","शेतात माझ्या धान्याची कापणी करून घेतात आहे, तुम्हाला सांगा काय पैसे मिळत आहे?",D4
"म्हाजी शेतात म्हाले फळी पाली हाय, हाय पोरगा खायचे आहेत हाय?","माझ्या शेतात मला फळी पाली आहे, आहे पोरगा खायचे आहेत?",D4
"बाजारात म्हाजी कांदे लोकांना काय भाव भेटत हाय, म्हाले पोरगा खायचे आहेत हाय?","बाजारात माझ्या कांदे लोकांना काय भाव मिळत आहे, मला मुलगा खायचे आहेत?",D4
"म्हाजी शेतात म्हाले बागायती करवतत हाय, तुमाले सांगा काय पैसे मिळत हाय?","माझ्या शेतात मला बागायती करून घेतात आहे, तुम्हाला सांगा काय पैसे मिळत आहे?",D4
"शेतात म्हाजी शेंगदाणे म्हाले फसवली हाय, कायले ही काय काम होत हाय?","शेतात माझ्या शेंगदाणे मला फसवली आहे, कशामुळे ही काम होत आहे?",D4
"म्हाजी शेतात म्हाले फाली म्हाजी हाय, हाय पोरगा खायचे आहेत हाय?","माझ्या शेतात मला फाली माझी आहे, आहे पोरगा खायचे आहेत?",D4
"बाजारात म्हाजी शेंगदाणे लोकांना काय भाव भेटत हाय, म्हाले पोरगा खायचे आहेत हाय?","बाजारात माझ्या शेंगदाणे लोकांना काय भाव मिळत आहे, मला मुलगा खायचे आहेत?",D4
तुमाले शेतात कोणती उष्णकटिबंधीय फळवृक्षे लावली हाय?,तुम्हाला शेतात कोणती उष्णकटिबंधीय फळवृक्षे लावली आहेत?,D4
"म्हाजी कोळंबी पीकावर कीड लागला हाय, काय कीटकनाशक फवारले पायजे?","माझ्या कोळंबी पीकावर कीड लागला आहे, काय कीटकनाशक फवारले पाहिजे?",D4
"म्हाले शेतात कांदे लावले हाय, काय किमती आहेत तुमाले?","मला शेतात कांदे लावले आहेत, काय किमती आहेत तुम्हाला?",D4
हाय म्हाजी शेतात पाण्याची किंमत काय भेटत हाय?,हे आहे माझ्या शेतात पाण्याची किंमत काय भेटत आहे?,D4
"म्हाजी शेतात कोणते रासायनिक खत फवारले हाय, पोरगा काय म्हणतात?","माझ्या शेतात कोणते रासायनिक खत फवारले आहे, मुलगा काय म्हणतात?",D4
कायले तुमाले शेतात कोणती फळबागा लावली हाय?,कशामुळे तुम्हाला शेतात कोणती फळबागा लावली आहेत?,D4
"म्हाले शेतात कोणते तण फवारले हाय, तुमाले काय म्हणतात कारण?","मला शेतात कोणते तण फवारले आहेत, तुम्हाला काय म्हणतात कारण?",D4
"म्हाजी शेतात कोणते गोळा फवारले हाय, पोरगा काय काय कामगिरी करतात?","माझ्या शेतात कोणते गोळा फवारले आहे, मुलगा काय काय कामगिरी करतात?",D4
"हाय म्हाजी शेतात कोणती फळे लागली हाय, काय भाव भेटत हाय?","हे आहे माझ्या शेतात कोणती फळे लागली आहेत, काय भाव भेटत आहे?",D4
