dialect_text,standard_text,dialect
"माका शेतात बागायती शेती सुरू केली आसा, खय त्याचा काय लाभ होतो?","मला शेतात बागायती शेती सुरू केली आहे, कुठे त्याचा लाभ माहिती?",D1
"नारळाच्या बागेसाठी किती पाण्याची गरज आसा, खबर ना खय कुठे माहिती गावता?","नारळाच्या बागेसाठी किती पाण्याची गरज आहे, माहिती नाही कुठे माहिती मिळते?",D1
"माका शेतात बाजरी पिकावर कोपरे पडली आसा, खय ते कसे दुरवल्या?","मला शेतात बाजरीच्या पिकावर कोपरे पडली आहेत, कुठे ते कसे दूरवळतात?",D1
"चेडवा शेतात किती शेती केली आसा, वरसून कोणी केली हि?","मुली शेतात किती शेती केली आहे, वरून कोणी केली आही?",D1
"कोनी शेतात किती पाणी पाजिल्या आसा, खय विहीरी खाती ती कसी?","कोणी शेतात किती पाणी पाजले आहे, कुठे विहीरी आहे की ती कशी आहे?",D1
"माका शेतात जाडपाणी पडली आसा, वरसून कशी निघती?","मला शेतात जाडपाणी पडले आहे, वरून कशी निघते?",D1
"बागायत शेतात किती पाला पडला आसा, खबर ना कोनी पाला केला?","बागायत शेतात किती पाला पडला आहे, माहिती नाही कोणी पाला केला आहे?",D1
"कोनी शेतात शेती केली आसा, खय त्यांची शेती किती केली?","कोणी शेतात शेती केली आहे, कुठे त्यांची शेती किती आहे?",D1
"म्हाय माझ्या शेतात बागायत पिकांची आसा, खय किती बागायत पिकांची?","नाही माझ्या शेतात बागायत पिकांना आहेत, कुठे किती बागायत पिकांची आहे?",D1
"कोनी शेतात किती खत केली आसा, वरसून कोणी खत केला हि?","कोणी शेतात किती खत केले आहे, वरून कोणी खत केले आही?",D1
"माका शेतात कोणी शेती केली आसा, खय कोणी शेती केली?","मला शेतात कोणी शेती केली आहे, कुठे कोणी शेती केली आहे?",D1
"चेडवा शेतात किती पिकांची आसा, वरसून कोणी पिकांची केली हि?","मुली शेतात किती पिकांची आहेत, वरून कोणी पिकांची केली आही?",D1
"माका शेतात नाना फळांचे पिके सुरु आसा, खय कुठे जास्त पिकांचा उत्पादन मिळणार?","मला शेतात नाना फळांचे पिके सुरू आहेत, कुठे जास्त पिकांचा उत्पादन मिळते?",D1
"तुका शेतात बारीक भाजीपाला लागवडीत काही कारण आसा, खय कुठे माहिती मिळणार?","तुला शेतात बारीक भाजीपाल्यावर लागवडीत काही कारण आहे, कुठे माहिती मिळते?",D1
"माका शेतात निरोगी पिके कसे वाढवायची आसा, खय कुठे माहिती गावता?","मला शेतात निरोगी पिके कसे वाढवायची, कुठे माहिती मिळते?",D1
"काशा मी शेतात शेतकरी वाढविण्यासाठी काही तरी करावा आसा, खय कुठे माहिती मिळणार?","कॉशा मी शेतात शेतकरी वाढविण्यासाठी काही तरी कराव आहे, कुठे माहिती मिळते?",D1
"माका शेतात विविध प्रकारचे खत वापरावे का आसा, खय कुठे त्याची माहिती मिळणार?","मला शेतात विविध प्रकारचे खत वापरावे का आहे, कुठे त्याची माहिती मिळते?",D1
"माका शेतात कोणत्या प्रकारचे फळ पिके लागवडीसारख्या आसा, खय कुठे माहिती गावता?","मला शेतात कोणत्या प्रकारचे फळ पिके लागवडीसारखी आहेत, कुठे माहिती मिळते?",D1
"तुका शेतात जास्त पाणी वापरण्याची गरज आसा, खय कुठे पाणी बचावण्याची तंत्रे शिकणार?","तुला शेतात जास्त पाणी वापरण्याची गरज आहे, कुठे पाणी बचावण्याची तंत्रे शिकायची?",D1
